element,place,gameweek,short_name,league_code,originally_starting,id,total_points,points_before_auto_subs,player_total_points,web_name,position,team_id,team_name,drafter_name,draft_index,points_scored,index,round,in_original_draft,optimal_points,total,points_scored_pct,points_scored_cumulative,team,gameweek_matches,opposition,home_away,team_score,opposition_score,team_difficulty,opposition_difficulty,kickoff_time_first,optimal_weight
1,1,1,AC,Conf,1,1,10,10,162,Raya,GKP,1,ARS,AC,42.0,10,42,7,1,10.0,1845,0.005420054200542005,10,ARS,1.0,MUN,A,1.0,0.0,4.0,4.0,2025-08-17 15:30:00+00:00,1.0
1,1,2,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,16,ARS,1.0,LEE,H,5.0,0.0,2.0,5.0,2025-08-23 16:30:00+00:00,1.0
1,1,3,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,0.0,1845,0.001084010840108401,18,ARS,1.0,LIV,A,0.0,1.0,4.0,4.0,2025-08-31 15:30:00+00:00,0.0
1,1,4,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,24,ARS,1.0,NFO,H,3.0,0.0,3.0,5.0,2025-09-13 11:30:00+00:00,1.0
1,1,5,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,2.0,1845,0.001084010840108401,26,ARS,1.0,MCI,H,1.0,1.0,4.0,5.0,2025-09-21 15:30:00+00:00,1.0
1,1,6,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,2.0,1845,0.001084010840108401,28,ARS,1.0,NEW,A,2.0,1.0,3.0,4.0,2025-09-28 15:30:00+00:00,1.0
1,1,7,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,34,ARS,1.0,WHU,H,2.0,0.0,2.0,5.0,2025-10-04 14:00:00+00:00,1.0
1,1,8,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,40,ARS,1.0,FUL,A,1.0,0.0,3.0,4.0,2025-10-18 16:30:00+00:00,1.0
1,1,9,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,46,ARS,1.0,CRY,H,1.0,0.0,3.0,5.0,2025-10-26 14:00:00+00:00,1.0
1,1,10,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,52,ARS,1.0,BUR,A,2.0,0.0,2.0,4.0,2025-11-01 15:00:00+00:00,1.0
1,1,11,AC,Conf,1,1,1,1,162,Raya,GKP,1,ARS,AC,42.0,1,42,7,1,0.0,1845,0.0005420054200542005,53,ARS,1.0,SUN,A,2.0,2.0,3.0,4.0,2025-11-08 17:30:00+00:00,0.0
1,1,12,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,2.0,1845,0.001084010840108401,55,ARS,1.0,TOT,H,4.0,1.0,3.0,5.0,2025-11-23 16:30:00+00:00,1.0
1,1,13,AC,Conf,1,1,3,3,162,Raya,GKP,1,ARS,AC,42.0,3,42,7,1,1.5,1845,0.0016260162601626016,58,ARS,1.0,CHE,A,1.0,1.0,4.0,4.0,2025-11-30 16:30:00+00:00,0.5
1,1,14,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,64,ARS,1.0,BRE,H,2.0,0.0,3.0,5.0,2025-12-03 19:30:00+00:00,1.0
1,1,15,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,1.0,1845,0.001084010840108401,66,ARS,1.0,AVL,A,1.0,2.0,4.0,4.0,2025-12-06 12:30:00+00:00,0.5
1,1,16,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,1.0,1845,0.001084010840108401,68,ARS,1.0,WOL,H,2.0,1.0,1.0,5.0,2025-12-13 20:00:00+00:00,0.5
1,1,17,AC,Conf,1,1,7,7,162,Raya,GKP,1,ARS,AC,42.0,7,42,7,1,7.0,1845,0.003794037940379404,75,ARS,1.0,EVE,A,1.0,0.0,3.0,4.0,2025-12-20 20:00:00+00:00,1.0
1,1,18,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,1.0,1845,0.001084010840108401,77,ARS,1.0,BHA,H,2.0,1.0,3.0,5.0,2025-12-27 15:00:00+00:00,0.5
1,1,19,AC,Conf,1,1,2,2,162,Raya,GKP,1,ARS,AC,42.0,2,42,7,1,0.0,1845,0.001084010840108401,79,ARS,1.0,AVL,H,4.0,1.0,3.0,5.0,2025-12-30 20:15:00+00:00,0.0
1,1,20,AC,Conf,1,1,1,1,162,Raya,GKP,1,ARS,AC,42.0,1,42,7,1,0.0,1845,0.0005420054200542005,80,ARS,1.0,BOU,A,3.0,2.0,3.0,4.0,2026-01-03 17:30:00+00:00,0.0
1,1,21,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,86,ARS,1.0,LIV,H,0.0,0.0,4.0,5.0,2026-01-08 20:00:00+00:00,1.0
1,1,22,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,92,ARS,1.0,NFO,A,0.0,0.0,3.0,4.0,2026-01-17 17:30:00+00:00,1.0
1,1,23,AC,Conf,1,1,1,1,162,Raya,GKP,1,ARS,AC,42.0,1,42,7,1,0.0,1845,0.0005420054200542005,93,ARS,1.0,MUN,H,2.0,3.0,4.0,5.0,2026-01-25 16:30:00+00:00,0.0
1,1,24,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,99,ARS,1.0,LEE,A,4.0,0.0,3.0,4.0,2026-01-31 15:00:00+00:00,1.0
1,1,25,AC,Conf,1,1,7,7,162,Raya,GKP,1,ARS,AC,42.0,7,42,7,1,7.0,1845,0.003794037940379404,106,ARS,1.0,SUN,H,3.0,0.0,2.0,5.0,2026-02-07 15:00:00+00:00,1.0
1,1,26,AC,Conf,1,1,3,3,162,Raya,GKP,1,ARS,AC,42.0,3,42,7,1,3.0,1845,0.0016260162601626016,109,ARS,2.0,BRE-WOL,AA,1.5,1.5,2.5,4.0,2026-02-12 20:00:00+00:00,1.0
1,1,27,AC,Conf,1,1,3,3,162,Raya,GKP,1,ARS,AC,42.0,3,42,7,1,3.0,1845,0.0016260162601626016,112,ARS,1.0,TOT,A,4.0,1.0,3.0,4.0,2026-02-22 16:30:00+00:00,1.0
1,1,28,AC,Conf,1,1,3,3,162,Raya,GKP,1,ARS,AC,42.0,3,42,7,1,1.5,1845,0.0016260162601626016,115,ARS,1.0,CHE,H,2.0,1.0,3.0,5.0,2026-03-01 16:30:00+00:00,0.5
1,1,29,AC,Conf,1,1,7,7,162,Raya,GKP,1,ARS,AC,42.0,7,42,7,1,7.0,1845,0.003794037940379404,122,ARS,1.0,BHA,A,1.0,0.0,4.0,4.0,2026-03-04 19:30:00+00:00,1.0
1,1,30,AC,Conf,1,1,7,7,162,Raya,GKP,1,ARS,AC,42.0,7,42,7,1,7.0,1845,0.003794037940379404,129,ARS,1.0,EVE,H,2.0,0.0,3.0,5.0,2026-03-14 17:30:00+00:00,1.0
1,12,31,AC,Conf,0,1,0,0,162,Raya,GKP,1,ARS,AC,42.0,0,42,7,1,0.0,1845,0.0,129,,,,,,,,,,
1,1,32,AC,Conf,1,1,1,1,162,Raya,GKP,1,ARS,AC,42.0,1,42,7,1,0.0,1845,0.0005420054200542005,130,ARS,1.0,BOU,H,1.0,2.0,3.0,5.0,2026-04-11 11:30:00+00:00,0.0
1,12,33,AC,Conf,0,1,1,0,162,Raya,GKP,1,ARS,AC,42.0,0,42,7,1,0.0,1845,0.0,130,ARS,1.0,MCI,A,1.0,2.0,5.0,4.0,2026-04-19 15:30:00+00:00,0.0
1,1,34,AC,Conf,1,1,10,10,162,Raya,GKP,1,ARS,AC,42.0,10,42,7,1,10.0,1845,0.005420054200542005,140,ARS,1.0,NEW,H,1.0,0.0,3.0,5.0,2026-04-25 16:30:00+00:00,1.0
1,1,35,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,6.0,1845,0.0032520325203252032,146,ARS,1.0,FUL,H,3.0,0.0,2.0,5.0,2026-05-02 16:30:00+00:00,1.0
1,1,36,AC,Conf,1,1,9,9,162,Raya,GKP,1,ARS,AC,42.0,9,42,7,1,9.0,1845,0.004878048780487805,155,ARS,1.0,WHU,A,1.0,0.0,3.0,4.0,2026-05-10 15:30:00+00:00,1.0
1,1,37,AC,Conf,1,1,6,6,162,Raya,GKP,1,ARS,AC,42.0,6,42,7,1,0.0,1845,0.0032520325203252032,161,ARS,1.0,BUR,H,1.0,0.0,1.0,5.0,2026-05-18 19:00:00+00:00,0.0
1,12,38,AC,Conf,1,1,0,0,162,Raya,GKP,1,ARS,AC,42.0,0,42,7,1,0.0,1845,0.0,161,ARS,1.0,CRY,A,2.0,1.0,3.0,4.0,2026-05-24 15:00:00+00:00,
5,3,1,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,6,ARS,1.0,MUN,A,1.0,0.0,4.0,4.0,2025-08-17 15:30:00+00:00,1.0
5,3,2,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,12,ARS,1.0,LEE,H,5.0,0.0,2.0,5.0,2025-08-23 16:30:00+00:00,1.0
5,14,3,AC,Conf,0,5,2,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,2.0,1845,0.0,12,ARS,1.0,LIV,A,0.0,1.0,4.0,4.0,2025-08-31 15:30:00+00:00,1.0
5,3,4,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,21,ARS,1.0,NFO,H,3.0,0.0,3.0,5.0,2025-09-13 11:30:00+00:00,1.0
5,14,5,AC,Conf,0,5,2,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,2.0,1845,0.0,21,ARS,1.0,MCI,H,1.0,1.0,4.0,5.0,2025-09-21 15:30:00+00:00,1.0
5,14,6,AC,Conf,0,5,13,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,13.0,1845,0.0,21,ARS,1.0,NEW,A,2.0,1.0,3.0,4.0,2025-09-28 15:30:00+00:00,1.0
5,4,7,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,30,ARS,1.0,WHU,H,2.0,0.0,2.0,5.0,2025-10-04 14:00:00+00:00,1.0
5,4,8,AC,Conf,1,5,12,12,209,Gabriel,DEF,1,ARS,AC,19.0,12,19,4,1,12.0,1845,0.0065040650406504065,42,ARS,1.0,FUL,A,1.0,0.0,3.0,4.0,2025-10-18 16:30:00+00:00,1.0
5,4,9,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,51,ARS,1.0,CRY,H,1.0,0.0,3.0,5.0,2025-10-26 14:00:00+00:00,1.0
5,4,10,AC,Conf,1,5,12,12,209,Gabriel,DEF,1,ARS,AC,19.0,12,19,4,1,12.0,1845,0.0065040650406504065,63,ARS,1.0,BUR,A,2.0,0.0,2.0,4.0,2025-11-01 15:00:00+00:00,1.0
5,2,11,AC,Conf,1,5,1,1,209,Gabriel,DEF,1,ARS,AC,19.0,1,19,4,1,0.7777777777777778,1845,0.0005420054200542005,64,ARS,1.0,SUN,A,2.0,2.0,3.0,4.0,2025-11-08 17:30:00+00:00,0.7777777777777778
5,15,12,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,TOT,H,4.0,1.0,3.0,5.0,2025-11-23 16:30:00+00:00,
5,15,13,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,CHE,A,1.0,1.0,4.0,4.0,2025-11-30 16:30:00+00:00,
5,15,14,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,BRE,H,2.0,0.0,3.0,5.0,2025-12-03 19:30:00+00:00,
5,15,15,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,AVL,A,1.0,2.0,4.0,4.0,2025-12-06 12:30:00+00:00,
5,15,16,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,WOL,H,2.0,1.0,1.0,5.0,2025-12-13 20:00:00+00:00,
5,15,17,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,64,ARS,1.0,EVE,A,1.0,0.0,3.0,4.0,2025-12-20 20:00:00+00:00,
5,15,18,AC,Conf,0,5,1,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.7777777777777777,1845,0.0,64,ARS,1.0,BHA,H,2.0,1.0,3.0,5.0,2025-12-27 15:00:00+00:00,0.7777777777777777
5,4,19,AC,Conf,1,5,15,15,209,Gabriel,DEF,1,ARS,AC,19.0,15,19,4,1,15.0,1845,0.008130081300813009,79,ARS,1.0,AVL,H,4.0,1.0,3.0,5.0,2025-12-30 20:15:00+00:00,1.0
5,4,20,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,88,ARS,1.0,BOU,A,3.0,2.0,3.0,4.0,2026-01-03 17:30:00+00:00,1.0
5,4,21,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,94,ARS,1.0,LIV,H,0.0,0.0,4.0,5.0,2026-01-08 20:00:00+00:00,1.0
5,3,22,AC,Conf,1,5,8,8,209,Gabriel,DEF,1,ARS,AC,19.0,8,19,4,1,8.0,1845,0.004336043360433604,102,ARS,1.0,NFO,A,0.0,0.0,3.0,4.0,2026-01-17 17:30:00+00:00,1.0
5,4,23,AC,Conf,1,5,1,1,209,Gabriel,DEF,1,ARS,AC,19.0,1,19,4,1,0.875,1845,0.0005420054200542005,103,ARS,1.0,MUN,H,2.0,3.0,4.0,5.0,2026-01-25 16:30:00+00:00,0.875
5,2,24,AC,Conf,1,5,8,8,209,Gabriel,DEF,1,ARS,AC,19.0,8,19,4,1,8.0,1845,0.004336043360433604,111,ARS,1.0,LEE,A,4.0,0.0,3.0,4.0,2026-01-31 15:00:00+00:00,1.0
5,2,25,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,117,ARS,1.0,SUN,H,3.0,0.0,2.0,5.0,2026-02-07 15:00:00+00:00,1.0
5,2,26,AC,Conf,1,5,7,7,209,Gabriel,DEF,1,ARS,AC,19.0,7,19,4,1,7.0,1845,0.003794037940379404,124,ARS,2.0,BRE-WOL,AA,1.5,1.5,2.5,4.0,2026-02-12 20:00:00+00:00,1.0
5,2,27,AC,Conf,1,5,2,2,209,Gabriel,DEF,1,ARS,AC,19.0,2,19,4,1,2.0,1845,0.001084010840108401,126,ARS,1.0,TOT,A,4.0,1.0,3.0,4.0,2026-02-22 16:30:00+00:00,1.0
5,3,28,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,135,ARS,1.0,CHE,H,2.0,1.0,3.0,5.0,2026-03-01 16:30:00+00:00,1.0
5,3,29,AC,Conf,1,5,11,11,209,Gabriel,DEF,1,ARS,AC,19.0,11,19,4,1,11.0,1845,0.005962059620596206,146,ARS,1.0,BHA,A,1.0,0.0,4.0,4.0,2026-03-04 19:30:00+00:00,1.0
5,3,30,AC,Conf,1,5,9,9,209,Gabriel,DEF,1,ARS,AC,19.0,9,19,4,1,9.0,1845,0.004878048780487805,155,ARS,1.0,EVE,H,2.0,0.0,3.0,5.0,2026-03-14 17:30:00+00:00,1.0
5,13,31,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,155,,,,,,,,,,
5,4,32,AC,Conf,1,5,4,4,209,Gabriel,DEF,1,ARS,AC,19.0,4,19,4,1,4.0,1845,0.002168021680216802,159,ARS,1.0,BOU,H,1.0,2.0,3.0,5.0,2026-04-11 11:30:00+00:00,1.0
5,13,33,AC,Conf,0,5,0,0,209,Gabriel,DEF,1,ARS,AC,19.0,0,19,4,1,0.0,1845,0.0,159,ARS,1.0,MCI,A,1.0,2.0,5.0,4.0,2026-04-19 15:30:00+00:00,
5,3,34,AC,Conf,1,5,8,8,209,Gabriel,DEF,1,ARS,AC,19.0,8,19,4,1,8.0,1845,0.004336043360433604,167,ARS,1.0,NEW,H,1.0,0.0,3.0,5.0,2026-04-25 16:30:00+00:00,1.0
5,3,35,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,173,ARS,1.0,FUL,H,3.0,0.0,2.0,5.0,2026-05-02 16:30:00+00:00,1.0
5,3,36,AC,Conf,1,5,11,11,209,Gabriel,DEF,1,ARS,AC,19.0,11,19,4,1,11.0,1845,0.005962059620596206,184,ARS,1.0,WHU,A,1.0,0.0,3.0,4.0,2026-05-10 15:30:00+00:00,1.0
5,3,37,AC,Conf,1,5,6,6,209,Gabriel,DEF,1,ARS,AC,19.0,6,19,4,1,6.0,1845,0.0032520325203252032,190,ARS,1.0,BUR,H,1.0,0.0,1.0,5.0,2026-05-18 19:00:00+00:00,1.0
5,2,38,AC,Conf,1,5,1,1,209,Gabriel,DEF,1,ARS,AC,19.0,1,19,4,1,0.5,1845,0.0005420054200542005,191,ARS,1.0,CRY,A,2.0,1.0,3.0,4.0,2026-05-24 15:00:00+00:00,0.5
7,2,2,AC,Conf,1,7,13,13,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,13,0,0,0,13.0,1845,0.007046070460704607,13,ARS,1.0,LEE,H,5.0,0.0,2.0,5.0,2025-08-23 16:30:00+00:00,1.0
7,2,3,AC,Conf,1,7,2,2,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,2,0,0,0,2.0,1845,0.001084010840108401,15,ARS,1.0,LIV,A,0.0,1.0,4.0,4.0,2025-08-31 15:30:00+00:00,1.0
7,2,4,AC,Conf,1,7,5,5,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,5,0,0,0,5.000000000000002,1845,0.0027100271002710027,20,ARS,1.0,NFO,H,3.0,0.0,3.0,5.0,2025-09-13 11:30:00+00:00,1.0000000000000004
7,3,5,AC,Conf,1,7,2,2,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,2,0,0,0,2.0,1845,0.001084010840108401,22,ARS,1.0,MCI,H,1.0,1.0,4.0,5.0,2025-09-21 15:30:00+00:00,1.0
7,2,6,AC,Conf,1,7,1,1,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,1,0,0,0,0.3333333333333333,1845,0.0005420054200542005,23,ARS,1.0,NEW,A,2.0,1.0,3.0,4.0,2025-09-28 15:30:00+00:00,0.3333333333333333
7,2,7,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.0,1845,0.0032520325203252032,29,ARS,1.0,WHU,H,2.0,0.0,2.0,5.0,2025-10-04 14:00:00+00:00,1.0
7,2,8,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.0,1845,0.0032520325203252032,35,ARS,1.0,FUL,A,1.0,0.0,3.0,4.0,2025-10-18 16:30:00+00:00,1.0
7,2,9,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.000000000000003,1845,0.0032520325203252032,41,ARS,1.0,CRY,H,1.0,0.0,3.0,5.0,2025-10-26 14:00:00+00:00,1.0000000000000004
7,2,10,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.0,1845,0.0032520325203252032,47,ARS,1.0,BUR,A,2.0,0.0,2.0,4.0,2025-11-01 15:00:00+00:00,1.0
7,3,11,AC,Conf,1,7,1,1,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,1,0,0,0,0.7777777777777777,1845,0.0005420054200542005,48,ARS,1.0,SUN,A,2.0,2.0,3.0,4.0,2025-11-08 17:30:00+00:00,0.7777777777777777
7,5,12,AC,Conf,0,7,2,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,2,0,0,0,2.0,1845,0.001084010840108401,50,ARS,1.0,TOT,H,4.0,1.0,3.0,5.0,2025-11-23 16:30:00+00:00,1.0
7,4,13,AC,Conf,1,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,50,ARS,1.0,CHE,A,1.0,1.0,4.0,4.0,2025-11-30 16:30:00+00:00,
7,4,14,AC,Conf,1,7,7,7,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,7,0,0,0,7.0,1845,0.003794037940379404,57,ARS,1.0,BRE,H,2.0,0.0,3.0,5.0,2025-12-03 19:30:00+00:00,1.0
7,4,15,AC,Conf,1,7,1,1,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,1,0,0,0,0.0,1845,0.0005420054200542005,58,ARS,1.0,AVL,A,1.0,2.0,4.0,4.0,2025-12-06 12:30:00+00:00,0.0
7,14,16,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,58,ARS,1.0,WOL,H,2.0,1.0,1.0,5.0,2025-12-13 20:00:00+00:00,
7,5,17,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.0,1845,0.0032520325203252032,64,ARS,1.0,EVE,A,1.0,0.0,3.0,4.0,2025-12-20 20:00:00+00:00,1.0
7,13,18,AC,Conf,1,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,BHA,H,2.0,1.0,3.0,5.0,2025-12-27 15:00:00+00:00,
7,14,19,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,AVL,H,4.0,1.0,3.0,5.0,2025-12-30 20:15:00+00:00,
7,15,20,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,BOU,A,3.0,2.0,3.0,4.0,2026-01-03 17:30:00+00:00,
7,15,21,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,LIV,H,0.0,0.0,4.0,5.0,2026-01-08 20:00:00+00:00,
7,15,22,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,NFO,A,0.0,0.0,3.0,4.0,2026-01-17 17:30:00+00:00,
7,15,23,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,64,ARS,1.0,MUN,H,2.0,3.0,4.0,5.0,2026-01-25 16:30:00+00:00,
7,5,24,AC,Conf,0,7,1,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,1,0,0,0,0.5,1845,0.0005420054200542005,65,ARS,1.0,LEE,A,4.0,0.0,3.0,4.0,2026-01-31 15:00:00+00:00,0.5
7,3,25,AC,Conf,1,7,6,6,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,6,0,0,0,6.0,1845,0.0032520325203252032,71,ARS,1.0,SUN,H,3.0,0.0,2.0,5.0,2026-02-07 15:00:00+00:00,1.0
7,3,26,AC,Conf,1,7,2,2,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,2,0,0,0,1.0,1845,0.001084010840108401,73,ARS,2.0,BRE-WOL,AA,1.5,1.5,2.5,4.0,2026-02-12 20:00:00+00:00,0.5
7,13,27,AC,Conf,1,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,73,ARS,1.0,TOT,A,4.0,1.0,3.0,4.0,2026-02-22 16:30:00+00:00,
7,14,28,AC,Conf,0,7,0,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.0,1845,0.0,73,ARS,1.0,CHE,H,2.0,1.0,3.0,5.0,2026-03-01 16:30:00+00:00,
7,14,29,AC,Conf,0,7,1,0,109,Calafiori,DEF,1,ARS,Not Originally Drafted,,0,0,0,0,0.3333333333333333,1845,0.0,73,ARS,1.0,BHA,A,1.0,0.0,4.0,4.0,2026-03-04 19:30:00+00:00,0.3333333333333333
8,14,1,AC,Conf,0,8,0,0,149,J.Timber,DEF,1,ARS,AC,55.0,0,55,10,1,0.0,1845,0.0,0,ARS,1.0,MUN,A,1.0,0.0,4.0,4.0,2025-08-17 15:30:00+00:00,
20,13,1,AC,Conf,1,20,0,0,119,Trossard,MID,1,ARS,AC,66.0,0,66,11,1,0.0,1845,0.0,0,ARS,1.0,MUN,A,1.0,0.0,4.0,4.0,2025-08-17 15:30:00+00:00,
20,14,2,AC,Conf,0,20,1,0,119,Trossard,MID,1,ARS,AC,66.0,0,66,11,1,0.3333333333333333,1845,0.0,0,ARS,1.0,LEE,H,5.0,0.0,2.0,5.0,2025-08-23 16:30:00+00:00,0.3333333333333333
26,6,16,AC,Conf,1,26,1,1,133,Zubimendi,MID,1,ARS,Not Originally Drafted,,1,0,0,0,0.9999999999999999,1845,0.0005420054200542005,1,ARS,1.0,WOL,H,2.0,1.0,1.0,5.0,2025-12-13 20:00:00+00:00,0.9999999999999999
31,9,17,AC,Conf,1,31,1,1,24,G.Jesus,FWD,1,ARS,Not Originally Drafted,,1,0,0,0,1.0,1845,0.0005420054200542005,1,ARS,1.0,EVE,A,1.0,0.0,3.0,4.0,2025-12-20 20:00:00+00:00,1.0
31,11,18,AC,Conf,1,31,1,1,24,G.Jesus,FWD,1,ARS,Not Originally Drafted,,1,0,0,0,0.33333333333333337,1845,0.0005420054200542005,2,ARS,1.0,BHA,H,2.0,1.0,3.0,5.0,2025-12-27 15:00:00+00:00,0.33333333333333337
31,9,23,AC,Conf,1,31,1,1,24,G.Jesus,FWD,1,ARS,Not Originally Drafted,,1,0,0,0,0.75,1845,0.0005420054200542005,3,ARS,1.0,MUN,H,2.0,3.0,4.0,5.0,2026-01-25 16:30:00+00:00,0.75
31,14,24,AC,Conf,0,31,5,0,24,G.Jesus,FWD,1,ARS,Not Originally Drafted,,0,0,0,0,5.0,1845,0.0,3,ARS,1.0,LEE,A,4.0,0.0,3.0,4.0,2026-01-31 15:00:00+00:00,1.0
36,5,2,AC,Conf,1,36,2,2,117,Cash,DEF,2,AVL,Not Originally Drafted,,2,0,0,0,2.0,1845,0.001084010840108401,2,AVL,1.0,BRE,A,0.0,1.0,3.0,3.0,2025-08-23 14:00:00+00:00,1.0
