,added,event,person,kind,result,index,position,player_in,player_out,player_in_points_scored_in_week,player_in_points_scored_after,player_out_points_scored_in_week,player_out_points_scored_after,net_points_of_trade,net_points_of_trade_per_week,net_points_of_trade_in_week,points_actually_scored,points_not_realised,net_points_banked
0,2024-08-15T22:13:32.766328Z,1,JP,free agent,successful,,DEF,Wan-Bissaka,De Ligt,0,118,1,68,50,1.3157894736842106,-1,1.0,117.0,-67.0
1,2025-02-24T11:21:41.174865Z,27,JP,waiver,unsuccessful - player in already been picked up,11.0,DEF,Wan-Bissaka,Huijsen,7,41,1,35,6,0.5,6,0.0,41.0,-35.0
2,2025-02-24T11:21:41.174898Z,27,JP,waiver,unsuccessful - player out already gone,16.0,DEF,Cash,Huijsen,0,35,1,35,0,0.0,-1,0.0,35.0,-35.0
3,2025-02-24T11:21:41.174881Z,27,JP,waiver,successful,12.0,DEF,Dorgu,Huijsen,-3,16,1,35,-19,-1.5833333333333333,-4,-3.0,19.0,-38.0
4,2025-02-24T12:27:33.387395Z,27,CR,waiver,successful,7.0,DEF,Wan-Bissaka,Tarkowski,7,41,2,16,25,2.0833333333333335,5,9.0,32.0,-7.0
5,2024-12-07T09:53:34.244478Z,15,JP,free agent,successful,,DEF,Cash,Robertson,0,55,0,44,11,0.4583333333333333,0,0.0,55.0,-44.0
6,2025-02-24T11:21:41.174849Z,27,JP,waiver,unsuccessful - player out already gone,10.0,MID,Johnson,Smith Rowe,2,33,0,24,9,0.75,2,0.0,33.0,-24.0
7,2025-02-24T11:21:41.174782Z,27,JP,waiver,successful,5.0,MID,M.Asensio,Smith Rowe,1,26,0,24,2,0.16666666666666666,1,4.0,22.0,-20.0
8,2025-02-24T11:21:41.174829Z,27,JP,waiver,unsuccessful - player in already been picked up,9.0,MID,B.Fernandes,Smith Rowe,10,58,0,24,34,2.8333333333333335,10,0.0,58.0,-24.0
9,2025-02-25T03:42:41.581937Z,27,LD,free agent,successful,,MID,Johnson,Trossard,2,33,3,59,-26,-2.1666666666666665,-1,4.0,29.0,-55.0
10,2025-02-23T19:18:40.657851Z,27,AN,waiver,successful,5.0,MID,Neto,Trossard,11,50,3,59,-9,-0.75,8,23.0,27.0,-36.0
11,2025-02-23T19:18:40.657944Z,27,AN,waiver,unsuccessful - player out already gone,12.0,MID,Nkunku,Trossard,12,19,3,59,-40,-3.3333333333333335,9,0.0,19.0,-59.0
12,2025-02-23T19:18:40.657902Z,27,AN,waiver,unsuccessful - player in already been picked up,10.0,MID,Szoboszlai,Trossard,11,44,3,59,-15,-1.25,8,0.0,44.0,-59.0
13,2025-02-24T13:12:54.709337Z,27,IR,waiver,unsuccessful - player in already been picked up,13.0,MID,M.Asensio,Merino,1,26,3,38,-12,-1.0,-2,0.0,26.0,-38.0
14,2025-02-25T16:48:54.229310Z,27,IR,free agent,successful,,MID,Nkunku,Merino,12,19,3,38,-19,-1.5833333333333333,9,15.0,4.0,-23.0
15,2025-02-22T20:21:12.329606Z,27,BP,waiver,unsuccessful - player in already been picked up,2.0,MID,M.Asensio,De Bruyne,1,26,0,40,-14,-1.1666666666666667,1,0.0,26.0,-40.0
16,2025-02-22T19:44:39.635796Z,27,AC,waiver,successful,1.0,MID,M.Asensio,Iwobi,1,26,1,45,-19,-1.5833333333333333,0,1.0,25.0,-44.0
17,2025-02-24T06:09:37.170001Z,27,LD,waiver,successful,6.0,MID,Neto,Iwobi,11,50,1,45,5,0.4166666666666667,10,17.0,33.0,-28.0
18,2025-02-24T17:49:34.591686Z,27,TS,waiver,unsuccessful - player in already been picked up,3.0,MID,B.Fernandes,Rogers,10,58,7,58,0,0.0,3,0.0,58.0,-58.0
19,2025-02-24T17:49:34.591731Z,27,TS,waiver,successful,4.0,MID,De Bruyne,Rogers,0,40,7,58,-18,-1.5,-7,0.0,40.0,-58.0
20,2025-02-24T16:59:03.745051Z,27,HC,waiver,successful,1.0,MID,B.Fernandes,Semenyo,10,58,1,57,1,0.08333333333333333,9,55.0,3.0,-2.0
21,2024-08-21T10:28:53.125933Z,2,JP,waiver,successful,2.0,MID,Doku,Neto,2,85,4,103,-18,-0.4864864864864865,-2,4.0,81.0,-99.0
22,2025-05-02T15:11:14.515922Z,35,JP,free agent,successful,,MID,Schade,Neto,14,29,5,16,13,3.25,9,27.0,2.0,11.0
23,2025-05-01T20:40:15.351819Z,35,AN,waiver,successful,18.0,MID,Savinho,Neto,0,2,5,16,-14,-3.5,-5,1.0,1.0,-15.0
24,2024-08-21T10:28:53.125982Z,2,JP,waiver,successful,5.0,FWD,Nketiah,G.Jesus,0,53,0,42,11,0.2972972972972973,0,6.0,47.0,-36.0
25,2024-08-21T10:28:53.126005Z,2,JP,waiver,unsuccessful - player out already gone,8.0,FWD,Wood,G.Jesus,1,191,0,42,149,4.027027027027027,1,0.0,191.0,-42.0
26,2024-08-20T19:07:53.414647Z,2,MN,waiver,unsuccessful - player in already been picked up,7.0,FWD,Wood,Gakpo,1,191,1,127,64,1.7297297297297298,0,0.0,191.0,-127.0
27,2024-08-20T19:07:53.414676Z,2,MN,waiver,unsuccessful - player out already gone,8.0,FWD,Vardy,Gakpo,2,120,1,127,-7,-0.1891891891891892,1,0.0,120.0,-127.0
28,2024-08-20T19:07:53.414586Z,2,MN,waiver,successful,2.0,FWD,Welbeck,Gakpo,9,113,1,127,-14,-0.3783783783783784,8,83.0,30.0,-44.0
29,2024-08-23T09:41:46.992137Z,2,LB,waiver,successful,4.0,FWD,Wood,João Pedro,1,191,8,124,67,1.8108108108108107,-7,189.0,2.0,65.0
30,2024-08-23T09:41:46.992185Z,2,LB,waiver,unsuccessful - player out already gone,11.0,FWD,Vardy,João Pedro,2,120,8,124,-4,-0.10810810810810811,-6,0.0,120.0,-124.0
31,2024-08-24T08:22:25.612869Z,2,JP,free agent,successful,,MID,Martinelli,Rice,3,122,2,124,-2,-0.05405405405405406,1,41.0,81.0,-83.0
32,2024-10-04T09:20:09.150378Z,7,JP,waiver,unsuccessful - player in already been picked up,3.0,MID,Martinelli,Rogers,6,97,3,136,-39,-1.21875,3,0.0,97.0,-136.0
33,2024-10-04T11:56:10.778225Z,7,JP,free agent,successful,,MID,Trossard,Rogers,1,130,3,136,-6,-0.1875,-2,28.0,102.0,-108.0
34,2024-10-01T09:26:40.238530Z,7,CR,waiver,successful,2.0,MID,Martinelli,Szoboszlai,6,97,1,122,-25,-0.78125,5,19.0,78.0,-103.0
35,2024-10-04T07:22:07.234577Z,7,HC,waiver,unsuccessful - player out already gone,5.0,MID,Trossard,Sterling,1,130,1,24,106,3.3125,0,0.0,130.0,-24.0
36,2024-10-04T07:22:07.234555Z,7,HC,waiver,successful,4.0,MID,Barnes,Sterling,3,95,1,24,71,2.21875,2,8.0,87.0,-16.0
37,2024-10-04T07:22:07.234596Z,7,HC,waiver,unsuccessful - player out already gone,6.0,MID,Johnson,Sterling,7,108,1,24,84,2.625,6,0.0,108.0,-24.0
38,2024-11-27T20:15:46.574778Z,13,JP,waiver,successful,1.0,MID,Maddison,Rogers,2,65,2,114,-49,-1.8846153846153846,0,31.0,34.0,-83.0
39,2024-11-26T05:48:37.046210Z,13,LD,waiver,unsuccessful - player in already been picked up,4.0,MID,Maddison,Barnes,2,65,2,80,-15,-0.5769230769230769,0,0.0,65.0,-80.0
40,2024-11-26T05:48:37.046265Z,13,LD,waiver,successful,5.0,MID,Trossard,Barnes,12,118,2,80,38,1.4615384615384615,10,56.0,62.0,-24.0
41,2024-11-23T20:40:46.791939Z,13,CR,waiver,unsuccessful - player in already been picked up,2.0,MID,Maddison,Semenyo,2,65,0,118,-53,-2.0384615384615383,2,0.0,65.0,-118.0
42,2024-11-26T08:53:27.405080Z,13,TS,waiver,unsuccessful - player in already been picked up,3.0,MID,Maddison,Neto,2,65,3,79,-14,-0.5384615384615384,-1,0.0,65.0,-79.0
43,2024-12-25T09:03:03.265910Z,18,JP,waiver,successful,4.0,MID,Martinelli,Sancho,3,65,2,44,21,1.0,1,37.0,28.0,-7.0
44,2024-12-24T07:38:26.322131Z,18,HC,waiver,unsuccessful - player in already been picked up,6.0,MID,Martinelli,Mitoma,3,65,3,80,-15,-0.7142857142857143,0,0.0,65.0,-80.0
45,2024-11-01T07:49:13.567024Z,10,JP,waiver,successful,2.0,MID,Rashford,Sancho,2,68,0,67,1,0.034482758620689655,2,19.0,49.0,-48.0
46,2024-10-31T13:31:17.921245Z,10,AN,waiver,unsuccessful - player in already been picked up,6.0,MID,Barnes,Sancho,1,89,0,67,22,0.7586206896551724,1,0.0,89.0,-67.0
47,2024-11-01T11:38:52.770349Z,10,AN,free agent,successful,,MID,Neto,Sancho,2,90,0,67,23,0.7931034482758621,2,45.0,45.0,-22.0
48,2025-03-31T16:19:30.201402Z,30,JP,waiver,successful,7.0,MID,Martinelli,Nwaneri,5,32,6,20,12,1.3333333333333333,-1,11.0,21.0,-9.0
49,2025-03-31T16:19:30.201423Z,30,JP,waiver,unsuccessful - player out already gone,13.0,MID,Rashford,Nwaneri,8,21,6,20,1,0.1111111111111111,2,0.0,21.0,-20.0
50,2025-03-31T17:47:35.384062Z,30,HC,free agent,successful,,MID,Rashford,Hudson-Odoi,8,21,0,8,13,1.4444444444444444,8,21.0,0.0,13.0
51,2025-03-31T15:31:13.336250Z,30,AN,waiver,unsuccessful - player in already been picked up,29.0,MID,Rashford,Neto,8,21,2,35,-14,-1.5555555555555556,6,0.0,21.0,-35.0
52,2025-03-31T15:31:13.336232Z,30,AN,waiver,unsuccessful - player in already been picked up,28.0,MID,Rashford,Maddison,8,21,2,15,6,0.6666666666666666,6,0.0,21.0,-15.0
53,2025-03-31T15:31:13.336096Z,30,AN,waiver,unsuccessful - player out already gone,19.0,MID,Barnes,Maddison,5,57,2,15,42,4.666666666666667,3,0.0,57.0,-15.0
54,2025-03-31T15:31:13.336054Z,30,AN,waiver,unsuccessful - player out already gone,13.0,MID,Gordon,Maddison,0,11,2,15,-4,-0.4444444444444444,-2,0.0,11.0,-15.0
55,2025-03-31T15:31:13.336000Z,30,AN,waiver,successful,5.0,MID,Eze,Maddison,2,62,2,15,47,5.222222222222222,0,27.0,35.0,12.0
56,2025-03-31T12:17:39.150053Z,30,IR,waiver,unsuccessful - player in already been picked up,31.0,MID,Rashford,J.Gomes,8,21,2,17,4,0.4444444444444444,6,0.0,21.0,-17.0
57,2025-03-31T12:17:39.149961Z,30,IR,waiver,unsuccessful - player in already been picked up,17.0,MID,Gordon,J.Gomes,0,11,2,17,-6,-0.6666666666666666,-2,0.0,11.0,-17.0
58,2025-03-31T12:17:39.150036Z,30,IR,waiver,unsuccessful - player in already been picked up,30.0,MID,Eze,J.Gomes,2,62,2,17,45,5.0,0,0.0,62.0,-17.0
59,2025-03-31T12:17:39.150071Z,30,IR,waiver,successful,32.0,MID,O.Dango,J.Gomes,2,12,2,17,-5,-0.5555555555555556,0,2.0,10.0,-15.0
60,2025-03-31T13:16:05.972092Z,30,BP,waiver,successful,2.0,MID,Rashford,Garnacho,8,21,1,28,-7,-0.7777777777777778,7,21.0,0.0,-7.0
61,2025-01-13T11:36:41.731683Z,21,JP,waiver,unsuccessful - player in already been picked up,13.0,MID,Savinho,Maddison,5,39,1,34,5,0.2777777777777778,4,0.0,39.0,-34.0
62,2025-01-14T16:50:14.794747Z,21,JP,free agent,successful,,MID,Kudus,Maddison,2,55,1,34,21,1.1666666666666667,1,4.0,51.0,-30.0
63,2025-01-13T12:49:44.819838Z,21,LD,waiver,successful,8.0,MID,Savinho,Madueke,5,39,2,41,-2,-0.1111111111111111,3,8.0,31.0,-33.0
64,2025-01-13T12:49:44.819860Z,21,LD,waiver,unsuccessful - player out already gone,14.0,MID,Bruno G.,Madueke,6,67,2,41,26,1.4444444444444444,4,0.0,67.0,-41.0
65,2025-01-13T17:55:56.819555Z,21,AN,waiver,successful,3.0,MID,Kudus,Mitoma,2,55,10,75,-20,-1.1111111111111112,-8,33.0,22.0,-42.0
66,2025-01-13T09:50:04.390937Z,21,HC,waiver,unsuccessful - player in already been picked up,19.0,MID,Bowen,Mitoma,0,103,10,75,28,1.5555555555555556,-10,0.0,103.0,-75.0
67,2025-01-13T09:50:04.390956Z,21,HC,waiver,unsuccessful - player in already been picked up,20.0,MID,Gibbs-White,Mitoma,1,83,10,75,8,0.4444444444444444,-9,0.0,83.0,-75.0
68,2025-01-13T17:55:56.819701Z,21,AN,waiver,unsuccessful - player out already gone,12.0,MID,Adingra,Mitoma,3,29,10,75,-46,-2.5555555555555554,-7,0.0,29.0,-75.0
69,2025-05-14T13:14:58.568433Z,37,JP,waiver,successful,9.0,MID,Martinelli,Foden,3,5,0,1,4,2.0,3,5.0,0.0,4.0
70,2025-05-14T13:14:58.568456Z,37,JP,waiver,unsuccessful - player out already gone,14.0,MID,Neto,Foden,3,9,0,1,8,4.0,3,0.0,9.0,-1.0
71,2025-05-14T13:14:58.568495Z,37,JP,waiver,unsuccessful - player out already gone,16.0,MID,M.Asensio,Foden,3,4,0,1,3,1.5,3,0.0,4.0,-1.0
72,2025-05-14T17:34:16.914288Z,37,AN,waiver,successful,5.0,MID,Martinelli,Savinho,3,5,0,1,4,2.0,3,5.0,0.0,4.0
73,2025-05-14T17:34:16.914383Z,37,AN,waiver,unsuccessful - player in already been picked up,20.0,MID,Enzo,Savinho,3,6,0,1,5,2.5,3,0.0,6.0,-1.0
74,2025-05-14T17:34:16.914341Z,37,AN,waiver,unsuccessful - player out already gone,18.0,MID,Ødegaard,Savinho,6,13,0,1,12,6.0,6,0.0,13.0,-1.0
75,2025-05-14T20:38:10.391244Z,37,PV,waiver,unsuccessful - player in already been picked up,14.0,MID,Martinelli,Ramsey,3,5,0,1,4,2.0,3,0.0,5.0,-1.0
76,2025-05-14T20:38:10.391264Z,37,PV,waiver,unsuccessful - player out already gone,15.0,MID,Ødegaard,Ramsey,6,13,0,1,12,6.0,6,0.0,13.0,-1.0
77,2025-05-14T20:38:10.391222Z,37,PV,waiver,unsuccessful - player in already been picked up,13.0,MID,McNeil,Ramsey,6,7,0,1,6,3.0,6,0.0,7.0,-1.0
78,2025-05-14T20:38:10.391166Z,37,PV,waiver,successful,4.0,MID,Enciso,Ramsey,2,2,0,1,1,0.5,2,2.0,0.0,1.0
79,2025-05-13T10:05:25.774280Z,37,IR,waiver,unsuccessful - player in already been picked up,38.0,MID,Martinelli,Doku,3,5,1,4,1,0.5,2,0.0,5.0,-4.0
80,2025-05-13T10:05:25.774347Z,37,IR,waiver,unsuccessful - player in already been picked up,40.0,MID,Neto,Doku,3,9,1,4,5,2.5,2,0.0,9.0,-4.0
81,2025-05-16T08:33:55.800399Z,37,IR,free agent,successful,,MID,Gordon,Doku,2,3,1,4,-1,-0.5,1,1.0,2.0,-3.0
82,2025-05-13T10:05:25.774314Z,37,IR,waiver,unsuccessful - player in already been picked up,39.0,MID,Ødegaard,Doku,6,13,1,4,9,4.5,5,0.0,13.0,-4.0
83,2025-05-13T10:05:25.774019Z,37,IR,waiver,unsuccessful - player in already been picked up,27.0,MID,Martinelli,B.Fernandes,3,5,1,8,-3,-1.5,2,0.0,5.0,-8.0
84,2025-05-13T10:05:25.774053Z,37,IR,waiver,unsuccessful - player in already been picked up,28.0,MID,Neto,B.Fernandes,3,9,1,8,1,0.5,2,0.0,9.0,-8.0
85,2025-05-13T10:05:25.773986Z,37,IR,waiver,unsuccessful - player in already been picked up,26.0,MID,Ødegaard,B.Fernandes,6,13,1,8,5,2.5,5,0.0,13.0,-8.0
86,2025-05-13T10:05:25.773910Z,37,IR,waiver,successful,12.0,MID,McNeil,B.Fernandes,6,7,1,8,-1,-0.5,5,6.0,1.0,-2.0
87,2025-05-13T10:05:25.773950Z,37,IR,waiver,unsuccessful - player out already gone,25.0,MID,Harrison,B.Fernandes,1,4,1,8,-4,-2.0,0,1.0,3.0,-7.0
88,2025-05-13T10:05:25.774177Z,37,IR,waiver,unsuccessful - player in already been picked up,35.0,MID,Martinelli,Bernardo,3,5,11,14,-9,-4.5,-8,0.0,5.0,-14.0
89,2025-05-13T10:05:25.774247Z,37,IR,waiver,unsuccessful - player in already been picked up,37.0,MID,Neto,Bernardo,3,9,11,14,-5,-2.5,-8,0.0,9.0,-14.0
90,2025-05-13T10:05:25.774214Z,37,IR,waiver,unsuccessful - player in already been picked up,36.0,MID,Ødegaard,Bernardo,6,13,11,14,-1,-0.5,-5,0.0,13.0,-14.0
91,2025-05-13T10:05:25.774113Z,37,IR,waiver,successful,29.0,MID,Harrison,Bernardo,1,4,11,14,-10,-5.0,-10,1.0,3.0,-13.0
92,2025-05-15T09:31:31.680951Z,37,MN,waiver,unsuccessful - player in already been picked up,22.0,MID,Martinelli,Matheus N.,3,5,5,11,-6,-3.0,-2,0.0,5.0,-11.0
93,2025-05-15T05:53:05.760134Z,37,LD,waiver,successful,2.0,MID,J.Murphy,Matheus N.,2,4,5,11,-7,-3.5,-3,4.0,0.0,-7.0
94,2025-05-15T09:31:31.680987Z,37,MN,waiver,unsuccessful - player out already gone,32.0,MID,Thomas,Matheus N.,3,5,5,11,-6,-3.0,-2,0.0,5.0,-11.0
95,2025-05-15T09:31:31.680931Z,37,MN,waiver,successful,8.0,MID,Kluivert,Matheus N.,1,4,5,11,-7,-3.5,-4,3.0,1.0,-8.0
96,2025-05-15T09:31:31.680909Z,37,MN,waiver,unsuccessful - player in already been picked up,7.0,MID,Martinelli,Gündogan,3,5,6,20,-15,-7.5,-3,0.0,5.0,-20.0
97,2025-05-15T09:31:31.680969Z,37,MN,waiver,successful,23.0,MID,Ødegaard,Gündogan,6,13,6,20,-7,-3.5,0,13.0,0.0,-7.0
98,2025-05-14T17:34:16.914401Z,37,AN,waiver,successful,21.0,MID,Neto,Iwobi,3,9,2,3,6,3.0,1,3.0,6.0,0.0
99,2024-08-26T15:07:10.772456Z,3,JP,waiver,successful,4.0,DEF,J.Timber,Wan-Bissaka,1,107,1,117,-10,-0.2777777777777778,0,60.0,47.0,-57.0
100,2024-08-29T17:08:35.234559Z,3,LD,waiver,unsuccessful - player in already been picked up,10.0,DEF,J.Timber,Zinchenko,1,107,1,34,73,2.0277777777777777,0,0.0,107.0,-34.0
101,2024-08-29T17:08:35.234580Z,3,LD,waiver,successful,11.0,DEF,Romero,Zinchenko,1,33,1,34,-1,-0.027777777777777776,0,14.0,19.0,-20.0
102,2024-08-29T17:08:35.234616Z,3,LD,waiver,unsuccessful - player out already gone,16.0,DEF,Konsa,Zinchenko,2,100,1,34,66,1.8333333333333333,1,0.0,100.0,-34.0
103,2024-08-28T17:15:38.739604Z,3,AN,waiver,successful,10.0,DEF,J.Timber,Mazraoui,1,107,1,76,31,0.8611111111111112,0,0.0,107.0,-76.0
104,2024-11-01T07:49:13.567066Z,10,JP,waiver,successful,4.0,DEF,J.Timber,Calafiori,1,93,0,25,68,2.3448275862068964,1,59.0,34.0,34.0
105,2024-11-01T07:49:13.567084Z,10,JP,waiver,unsuccessful - player out already gone,7.0,DEF,De Ligt,Calafiori,2,41,0,25,16,0.5517241379310345,2,0.0,41.0,-25.0
106,2024-10-28T06:49:01.515091Z,10,BP,waiver,successful,7.0,DEF,Keane,Calafiori,1,17,0,25,-8,-0.27586206896551724,1,1.0,16.0,-24.0
107,2024-11-01T11:34:10.630258Z,10,AN,free agent,successful,,DEF,J.Timber,Estupiñan,1,93,1,60,33,1.1379310344827587,0,0.0,93.0,-60.0
108,2025-04-17T13:33:46.032674Z,33,JP,waiver,successful,7.0,MID,Trossard,Elanga,24,40,4,22,18,3.0,20,24.0,16.0,2.0
109,2025-04-18T05:09:28.662032Z,33,LD,waiver,unsuccessful - player in already been picked up,11.0,MID,Trossard,Bruno G.,24,40,1,17,23,3.8333333333333335,23,0.0,40.0,-17.0
110,2025-04-18T05:09:28.661977Z,33,LD,waiver,unsuccessful - player in already been picked up,4.0,MID,Martinelli,Bruno G.,10,24,1,17,7,1.1666666666666667,9,0.0,24.0,-17.0
111,2025-04-18T15:51:05.505915Z,33,LD,free agent,successful,,MID,Rice,Bruno G.,8,30,1,17,13,2.1666666666666665,7,10.0,20.0,-7.0
112,2025-04-18T12:06:06.253483Z,33,TS,waiver,unsuccessful - player in already been picked up,14.0,MID,Trossard,J.Murphy,24,40,2,18,22,3.6666666666666665,22,0.0,40.0,-18.0
113,2025-04-18T12:06:06.253462Z,33,TS,waiver,unsuccessful - player in already been picked up,13.0,MID,De Bruyne,J.Murphy,5,23,2,18,5,0.8333333333333334,3,0.0,23.0,-18.0
114,2025-04-04T15:39:31.752306Z,31,JP,free agent,successful,,DEF,Romero,Digne,2,4,0,8,-4,-0.5,2,2.0,2.0,-6.0
115,2025-04-18T16:31:36.102101Z,33,JP,free agent,successful,,MID,M.Asensio,Barnes,3,10,5,17,-7,-1.1666666666666667,-2,3.0,7.0,-14.0
116,2025-04-17T13:33:46.032622Z,33,JP,waiver,unsuccessful - player in already been picked up,6.0,MID,De Bruyne,Barnes,5,23,5,17,6,1.0,0,0.0,23.0,-17.0
117,2025-04-18T05:09:28.661925Z,33,LD,waiver,unsuccessful - player in already been picked up,3.0,MID,De Bruyne,Tonali,5,23,2,22,1,0.16666666666666666,3,0.0,23.0,-22.0
118,2025-04-18T05:09:28.662010Z,33,LD,waiver,successful,5.0,MID,Ødegaard,Tonali,11,37,2,22,15,2.5,9,37.0,0.0,15.0
119,2025-04-17T17:43:45.736708Z,33,CR,waiver,successful,2.0,MID,De Bruyne,Kluivert,5,23,2,11,12,2.0,3,23.0,0.0,12.0
120,2025-04-17T15:51:25.576823Z,33,HC,waiver,unsuccessful - player in already been picked up,9.0,MID,De Bruyne,Diogo J.,5,23,1,5,18,3.0,4,0.0,23.0,-5.0
121,2025-04-18T11:16:45.352701Z,33,AN,waiver,unsuccessful - player in already been picked up,26.0,MID,De Bruyne,Joelinton,5,23,1,1,22,3.6666666666666665,4,0.0,23.0,-1.0
122,2025-04-18T11:16:45.352644Z,33,AN,waiver,unsuccessful - player in already been picked up,19.0,MID,Rice,Joelinton,8,30,1,1,29,4.833333333333333,7,0.0,30.0,-1.0
123,2025-04-18T11:16:45.352719Z,33,AN,waiver,unsuccessful - player out already gone,27.0,MID,Savinho,Joelinton,3,5,1,1,4,0.6666666666666666,2,0.0,5.0,-1.0
124,2025-04-18T11:16:45.352682Z,33,AN,waiver,unsuccessful - player out already gone,25.0,MID,Semenyo,Joelinton,3,36,1,1,35,5.833333333333333,2,0.0,36.0,-1.0
125,2025-04-18T11:16:45.352664Z,33,AN,waiver,successful,20.0,MID,Iwobi,Joelinton,8,20,1,1,19,3.1666666666666665,7,17.0,3.0,16.0
126,2025-04-18T11:21:56.463697Z,33,IR,waiver,unsuccessful - player in already been picked up,4.0,MID,De Bruyne,Grealish,5,23,0,1,22,3.6666666666666665,5,0.0,23.0,-1.0
127,2025-04-18T11:21:56.463748Z,33,IR,waiver,successful,5.0,MID,Rice,Grealish,8,30,0,1,29,4.833333333333333,8,10.0,20.0,9.0
128,2025-04-18T11:21:56.463770Z,33,IR,waiver,unsuccessful - player out already gone,15.0,MID,Kovačić,Grealish,8,16,0,1,15,2.5,8,0.0,16.0,-1.0
129,2025-04-18T11:21:56.463806Z,33,IR,waiver,unsuccessful - player out already gone,17.0,MID,Lewis-Skelly,Grealish,3,10,0,1,9,1.5,3,0.0,10.0,-1.0
130,2025-04-17T21:01:33.434328Z,33,MN,waiver,unsuccessful - player in already been picked up,22.0,MID,De Bruyne,Mitoma,5,23,6,23,0,0.0,-1,0.0,23.0,-23.0
131,2025-04-17T21:01:33.434221Z,33,MN,waiver,unsuccessful - player in already been picked up,10.0,MID,Rice,Mitoma,8,30,6,23,7,1.1666666666666667,2,0.0,30.0,-23.0
132,2025-04-17T21:01:33.434284Z,33,MN,waiver,successful,11.0,MID,Gündogan,Mitoma,8,31,6,23,8,1.3333333333333333,2,11.0,20.0,-12.0
133,2025-04-17T21:01:33.434308Z,33,MN,waiver,unsuccessful - player out already gone,21.0,MID,Kovačić,Mitoma,8,16,6,23,-7,-1.1666666666666667,2,0.0,16.0,-23.0
134,2025-04-17T21:01:33.434347Z,33,MN,waiver,unsuccessful - player out already gone,23.0,MID,Thomas,Mitoma,2,11,6,23,-12,-2.0,-4,0.0,11.0,-23.0
135,2025-04-18T05:38:06.354727Z,33,BP,waiver,successful,2.0,MID,De Bruyne,Son,5,23,0,3,20,3.3333333333333335,5,23.0,0.0,20.0
136,2025-04-15T09:30:21.791291Z,33,LB,waiver,unsuccessful - player in already been picked up,7.0,MID,De Bruyne,Enzo,5,23,5,27,-4,-0.6666666666666666,0,0.0,23.0,-27.0
137,2025-04-18T14:12:57.190554Z,33,LB,free agent,successful,,MID,Savinho,Enzo,3,5,5,27,-22,-3.6666666666666665,-2,3.0,2.0,-24.0
138,2025-03-14T15:34:45.753668Z,29,JP,free agent,successful,,MID,Elanga,I.Sarr,16,51,0,36,15,1.5,16,45.0,6.0,9.0
139,2025-05-24T09:14:24.335073Z,38,JP,waiver,unsuccessful - player in already been picked up,15.0,DEF,Konsa,J.Timber,1,1,0,0,1,1.0,1,0.0,1.0,0.0
140,2025-05-24T09:14:24.335132Z,38,JP,waiver,unsuccessful - player in already been picked up,21.0,DEF,Akanji,J.Timber,6,6,0,0,6,6.0,6,0.0,6.0,0.0
141,2025-05-24T09:14:24.335114Z,38,JP,waiver,successful,17.0,DEF,Huijsen,J.Timber,4,4,0,0,4,4.0,4,4.0,0.0,4.0
142,2025-05-23T08:47:52.974554Z,38,IR,waiver,unsuccessful - player in already been picked up,17.0,DEF,Burn,J.Timber,2,2,0,0,2,2.0,2,0.0,2.0,0.0
143,2025-05-24T09:14:24.335093Z,38,JP,waiver,unsuccessful - player in already been picked up,16.0,DEF,Konsa,Lacroix,1,1,2,2,-1,-1.0,-1,0.0,1.0,-2.0
144,2025-05-24T09:14:24.335046Z,38,JP,waiver,successful,9.0,DEF,Kiwior,Lacroix,2,2,2,2,0,0.0,0,2.0,0.0,0.0
145,2025-05-23T08:47:52.974573Z,38,IR,waiver,unsuccessful - player in already been picked up,18.0,DEF,Burn,Lacroix,2,2,2,2,0,0.0,0,0.0,2.0,-2.0
146,2025-05-24T10:31:27.738959Z,38,CR,waiver,successful,1.0,DEF,Konsa,Sessegnon,1,1,1,1,0,0.0,0,1.0,0.0,0.0
147,2025-05-24T12:11:41.559769Z,38,AN,waiver,unsuccessful - player in already been picked up,37.0,DEF,Burn,Sessegnon,2,2,1,1,1,1.0,1,0.0,2.0,-1.0
148,2025-05-24T12:11:41.559740Z,38,AN,waiver,successful,30.0,DEF,Bradley,Sessegnon,1,1,1,1,0,0.0,0,1.0,0.0,0.0
149,2025-05-24T12:11:41.559800Z,38,AN,waiver,unsuccessful - player out already gone,38.0,DEF,Robertson,Sessegnon,2,2,1,1,1,1.0,1,0.0,2.0,-1.0
150,2025-05-24T12:11:41.559711Z,38,AN,waiver,unsuccessful - player in already been picked up,29.0,DEF,Estupiñan,Sessegnon,0,0,1,1,-1,-1.0,-1,0.0,0.0,-1.0
151,2025-05-24T12:11:41.559693Z,38,AN,waiver,unsuccessful - player in already been picked up,28.0,DEF,White,Sessegnon,5,5,1,1,4,4.0,4,0.0,5.0,-1.0
152,2025-05-24T12:11:41.559828Z,38,AN,waiver,unsuccessful - player in already been picked up,39.0,DEF,Konsa,Digne,1,1,0,0,1,1.0,1,0.0,1.0,0.0
153,2025-05-24T12:11:41.559932Z,38,AN,waiver,unsuccessful - player in already been picked up,50.0,DEF,Burn,Digne,2,2,0,0,2,2.0,2,0.0,2.0,0.0
154,2025-05-24T12:11:41.559892Z,38,AN,waiver,successful,41.0,DEF,Pau,Digne,0,0,0,0,0,0.0,0,0.0,0.0,0.0
