,added,event,person,kind,result,index,position,player_in,player_out,player_in_points_scored_in_week,player_in_points_scored_after,player_out_points_scored_in_week,player_out_points_scored_after,net_points_of_trade,net_points_of_trade_per_week,net_points_of_trade_in_week,points_actually_scored,points_not_realised,net_points_banked
1051,2024-12-04T22:10:47.374213Z,15,BP,waiver,successful,1.0,DEF,J.Timber,Robinson,2,69,1,58,11,0.4583333333333333,1,63.0,6.0,5.0
1052,2025-01-17T15:13:34.355493Z,22,AN,free agent,successful,,DEF,Estupiñan,Konaté,2,26,6,57,-31,-1.8235294117647058,-4,11.0,15.0,-46.0
1053,2025-01-13T11:34:43.929778Z,21,LB,waiver,successful,6.0,DEF,N.Williams,Colwill,2,58,1,63,-5,-0.2777777777777778,1,45.0,13.0,-18.0
1054,2024-08-20T07:22:56.560538Z,2,AN,waiver,successful,21.0,GKP,José Sá,Hermansen,-1,91,2,60,31,0.8378378378378378,-3,12.0,79.0,-48.0
1055,2025-01-03T12:06:25.884861Z,20,AN,free agent,successful,,GKP,José Sá,Onana,1,57,2,50,7,0.3684210526315789,-1,13.0,44.0,-37.0
1056,2025-01-23T19:56:48.017052Z,23,AN,waiver,successful,10.0,GKP,Flekken,Onana,3,71,6,44,27,1.6875,-3,3.0,68.0,-41.0
1057,2025-04-18T11:16:45.352823Z,33,AN,waiver,unsuccessful - player out already gone,33.0,GKP,José Sá,Vicario,0,19,1,4,15,2.5,-1,0.0,19.0,-4.0
1058,2025-04-18T11:16:45.352806Z,33,AN,waiver,unsuccessful - player out already gone,32.0,GKP,Flekken,Vicario,1,29,1,4,25,4.166666666666667,0,0.0,29.0,-4.0
1059,2025-04-18T11:16:45.352789Z,33,AN,waiver,successful,31.0,GKP,Leno,Vicario,2,16,1,4,12,2.0,1,4.0,12.0,0.0
1060,2024-09-13T07:04:00.272278Z,4,AN,waiver,successful,6.0,DEF,Digne,J.Timber,4,78,5,106,-28,-0.8,-1,16.0,62.0,-90.0
1061,2024-11-08T08:26:56.543549Z,11,AN,waiver,successful,7.0,DEF,Alex Moreno,J.Timber,1,8,2,92,-84,-3.0,-1,2.0,6.0,-90.0
1062,2024-11-08T08:26:56.543568Z,11,AN,waiver,unsuccessful - player in already been picked up,8.0,DEF,Hall,J.Timber,2,72,2,92,-20,-0.7142857142857143,0,0.0,72.0,-92.0
1063,2024-11-08T12:31:34.109714Z,11,PV,waiver,successful,2.0,DEF,Hall,Stones,2,72,0,9,63,2.25,2,3.0,69.0,-6.0
1064,2024-11-08T12:31:34.109762Z,11,PV,waiver,unsuccessful - player out already gone,4.0,DEF,Livramento,Stones,2,80,0,9,71,2.5357142857142856,2,0.0,80.0,-9.0
1065,2025-01-01T08:49:31.389858Z,20,AN,waiver,successful,16.0,DEF,Konaté,Branthwaite,1,60,1,52,8,0.42105263157894735,0,1.0,59.0,-51.0
1066,2025-01-01T08:49:31.389887Z,20,AN,waiver,unsuccessful - player out already gone,24.0,DEF,Botman,Branthwaite,1,18,1,52,-34,-1.7894736842105263,0,0.0,18.0,-52.0
1067,2025-02-01T10:12:52.387885Z,24,AN,free agent,successful,,DEF,O'Brien,Branthwaite,7,56,10,40,16,1.0666666666666667,-3,9.0,47.0,-31.0
1068,2025-05-23T22:22:30.275268Z,38,LB,waiver,successful,7.0,DEF,Estupiñan,Toti,0,0,2,2,-2,-2.0,-2,0.0,0.0,-2.0
1069,2025-05-23T22:22:30.275373Z,38,LB,waiver,unsuccessful - player in already been picked up,48.0,DEF,White,Toti,5,5,2,2,3,3.0,3,0.0,5.0,-2.0
1070,2025-05-23T12:45:53.298175Z,38,AC,waiver,unsuccessful - player in already been picked up,13.0,DEF,White,Saliba,5,5,0,0,5,5.0,5,0.0,5.0,0.0
1071,2025-05-14T17:34:16.914363Z,37,AN,waiver,unsuccessful - player in already been picked up,19.0,FWD,Welbeck,Cunha,5,5,1,3,2,1.0,4,0.0,5.0,-3.0
1072,2024-08-23T10:40:30.404592Z,2,AN,free agent,successful,,FWD,Vardy,Delap,2,120,2,130,-10,-0.2702702702702703,0,2.0,118.0,-128.0
1073,2024-09-26T20:46:26.246741Z,6,AN,waiver,unsuccessful - player in already been picked up,6.0,FWD,Raúl,Zirkzee,9,129,1,50,79,2.393939393939394,8,0.0,129.0,-50.0
1074,2024-09-26T20:46:26.246872Z,6,AN,waiver,successful,16.0,FWD,Wilson,Zirkzee,0,19,1,50,-31,-0.9393939393939394,-1,2.0,17.0,-48.0
1075,2024-09-26T15:19:01.123111Z,6,MN,waiver,successful,3.0,FWD,Raúl,Antonio,9,129,5,35,94,2.8484848484848486,4,105.0,24.0,70.0
1076,2024-09-26T15:19:01.123168Z,6,MN,waiver,unsuccessful - player out already gone,10.0,FWD,Ndiaye,Antonio,3,101,5,35,66,2.0,-2,0.0,101.0,-35.0
1077,2025-04-10T10:14:05.435630Z,32,MN,waiver,unsuccessful - player in already been picked up,19.0,MID,Trossard,Kluivert,2,42,0,11,31,4.428571428571429,2,0.0,42.0,-11.0
1078,2025-04-10T10:14:05.435594Z,32,MN,waiver,successful,17.0,MID,Mac Allister,Kluivert,5,23,0,11,12,1.7142857142857142,5,18.0,5.0,7.0
1079,2025-04-10T10:14:05.435613Z,32,MN,waiver,unsuccessful - player out already gone,18.0,MID,Souček,Kluivert,0,23,0,11,12,1.7142857142857142,0,0.0,23.0,-11.0
1080,2025-04-10T17:55:50.394052Z,32,AC,waiver,successful,1.0,MID,Trossard,Damsgaard,2,42,2,19,23,3.2857142857142856,0,39.0,3.0,20.0
1081,2025-04-11T13:52:48.459678Z,32,AN,free agent,successful,,MID,Tielemans,Savinho,6,27,1,6,21,3.0,5,26.0,1.0,20.0
1082,2025-02-23T21:50:03.148004Z,27,MN,waiver,unsuccessful - player in already been picked up,7.0,MID,Szoboszlai,Schade,11,44,3,52,-8,-0.6666666666666666,8,0.0,44.0,-52.0
1083,2025-02-24T08:58:15.782587Z,27,LB,waiver,successful,6.0,MID,Szoboszlai,I.Sarr,11,44,15,62,-18,-1.5,-4,17.0,27.0,-45.0
1084,2025-01-03T12:04:44.184617Z,20,AN,free agent,successful,,MID,Savinho,Szoboszlai,13,52,0,83,-31,-1.631578947368421,13,25.0,27.0,-58.0
1085,2025-01-17T14:59:38.697256Z,22,AN,free agent,successful,,MID,Trossard,Szoboszlai,10,82,2,81,1,0.058823529411764705,8,23.0,59.0,-58.0
1086,2024-09-13T07:04:00.272216Z,4,AN,waiver,unsuccessful - player in already been picked up,5.0,MID,Barnes,Doku,8,115,0,81,34,0.9714285714285714,8,0.0,115.0,-81.0
1087,2024-09-13T08:05:25.046839Z,4,IR,waiver,successful,2.0,MID,Barnes,Bailey,8,115,0,43,72,2.057142857142857,8,23.0,92.0,-20.0
1088,2024-10-21T09:27:43.445572Z,9,IR,waiver,unsuccessful - player in already been picked up,4.0,MID,Buonanotte,Barnes,2,41,2,91,-50,-1.6666666666666667,0,0.0,41.0,-91.0
1089,2024-10-21T09:27:43.445517Z,9,IR,waiver,successful,2.0,MID,B.Fernandes,Barnes,2,153,2,91,62,2.066666666666667,0,145.0,8.0,54.0
1090,2025-05-09T05:40:56.551534Z,36,AN,waiver,successful,27.0,DEF,Robinson,Zabarnyi,0,2,1,13,-11,-3.6666666666666665,-1,0.0,2.0,-13.0
1091,2025-05-09T05:40:56.551516Z,36,AN,waiver,unsuccessful - player out already gone,26.0,DEF,Robinson,Lewis,0,2,6,6,-4,-1.3333333333333333,-6,0.0,2.0,-6.0
1092,2025-05-09T05:40:56.551496Z,36,AN,waiver,successful,25.0,DEF,N.Semedo,Lewis,1,2,6,6,-4,-1.3333333333333333,-5,1.0,1.0,-5.0
1093,2024-11-08T08:26:56.543586Z,11,AN,waiver,successful,9.0,DEF,Schär,Colwill,2,98,1,86,12,0.42857142857142855,1,0.0,98.0,-86.0
1094,2024-12-14T14:12:25.264200Z,17,AN,waiver,unsuccessful - player in already been picked up,6.0,GKP,Martinez,Arrizabalaga,2,66,9,73,-7,-0.3181818181818182,-7,0.0,66.0,-73.0
1095,2024-12-19T19:17:44.967285Z,17,IR,waiver,successful,2.0,GKP,Martinez,Kelleher,2,66,0,8,58,2.6363636363636362,2,16.0,50.0,8.0
1096,2024-12-19T19:17:44.967537Z,17,IR,waiver,unsuccessful - player in already been picked up,18.0,GKP,Martinez,Kelleher,2,66,0,8,58,2.6363636363636362,2,16.0,50.0,8.0
1097,2024-12-19T19:17:44.967520Z,17,IR,waiver,unsuccessful - player out already gone,17.0,GKP,Dúbravka,Kelleher,6,38,0,8,30,1.3636363636363635,6,24.0,14.0,16.0
1098,2025-04-25T16:05:44.430425Z,34,AN,free agent,successful,,MID,Kudus,Bruno G.,7,23,3,16,7,1.4,4,23.0,0.0,7.0
1099,2024-12-25T23:46:43.064328Z,18,AN,free agent,successful,,MID,Barnes,I.Sarr,1,68,3,88,-20,-0.9523809523809523,-2,54.0,14.0,-34.0
1100,2024-09-26T20:46:26.246890Z,6,AN,waiver,unsuccessful - player in already been picked up,23.0,MID,Martinelli,Amad,13,110,1,110,0,0.0,12,0.0,110.0,-110.0
1101,2024-09-26T09:38:21.399768Z,6,PV,waiver,successful,9.0,MID,Martinelli,Rodrigo,13,110,0,1,109,3.303030303030303,13,63.0,47.0,62.0
1102,2024-09-26T09:38:21.399790Z,6,PV,waiver,unsuccessful - player in already been picked up,17.0,MID,Madueke,Rodrigo,5,92,0,1,91,2.757575757575758,5,0.0,92.0,-1.0
1103,2024-09-26T09:38:21.399809Z,6,PV,waiver,unsuccessful - player out already gone,18.0,MID,Hudson-Odoi,Rodrigo,1,84,0,1,83,2.515151515151515,1,0.0,84.0,-1.0
1104,2024-09-26T09:38:21.399851Z,6,PV,waiver,unsuccessful - player out already gone,19.0,MID,Doku,Rodrigo,1,79,0,1,78,2.3636363636363638,1,0.0,79.0,-1.0
1105,2024-09-29T17:23:48.761970Z,7,AN,waiver,unsuccessful - player in already been picked up,3.0,MID,McNeil,Amad,2,54,0,109,-55,-1.71875,2,0.0,54.0,-109.0
1106,2024-09-29T17:23:48.762063Z,7,AN,waiver,successful,4.0,MID,Sancho,Amad,2,70,0,109,-39,-1.21875,2,3.0,67.0,-106.0
1107,2024-09-29T17:23:48.762088Z,7,AN,waiver,unsuccessful - player out already gone,6.0,MID,Garnacho,Amad,3,89,0,109,-20,-0.625,3,0.0,89.0,-109.0
1108,2024-09-30T23:54:40.345081Z,7,AC,waiver,successful,2.0,MID,McNeil,Kovačić,2,54,15,88,-34,-1.0625,-13,12.0,42.0,-76.0
1109,2024-10-03T15:48:12.630563Z,7,IR,waiver,unsuccessful - player in already been picked up,5.0,MID,Sancho,Rashford,2,70,2,77,-7,-0.21875,0,0.0,70.0,-77.0
1110,2024-08-28T17:15:38.739530Z,3,AN,waiver,unsuccessful - player in already been picked up,6.0,FWD,João Pedro,Calvert-Lewin,8,116,12,59,57,1.5833333333333333,-4,0.0,116.0,-59.0
1111,2024-08-28T17:15:38.739678Z,3,AN,waiver,successful,14.0,FWD,Strand Larsen,Calvert-Lewin,2,137,12,59,78,2.1666666666666665,-10,2.0,135.0,-57.0
1112,2024-08-29T20:59:33.624742Z,3,PV,waiver,unsuccessful - player in already been picked up,3.0,FWD,João Pedro,Højlund,8,116,0,78,38,1.0555555555555556,8,0.0,116.0,-78.0
1113,2024-11-02T16:34:00.880332Z,11,BP,waiver,successful,1.0,FWD,Evanilson,Antonio,8,91,2,7,84,3.0,6,33.0,58.0,26.0
1114,2024-09-13T18:53:31.511890Z,4,AN,free agent,successful,,FWD,Calvert-Lewin,Strand Larsen,6,47,5,135,-88,-2.5142857142857142,1,17.0,30.0,-118.0
1115,2025-01-24T16:06:15.363774Z,23,AN,free agent,successful,,MID,Madueke,Savinho,9,32,0,34,-2,-0.125,9,12.0,20.0,-22.0
1116,2025-05-13T10:31:25.487417Z,37,AC,waiver,successful,9.0,MID,Enzo,Mitoma,3,6,6,10,-4,-2.0,-3,6.0,0.0,-4.0
1117,2025-03-14T15:36:47.813837Z,29,AN,free agent,successful,,MID,Ødegaard,Savinho,5,45,0,15,30,3.0,5,17.0,28.0,2.0
1118,2024-08-28T17:15:38.739623Z,3,AN,waiver,successful,11.0,FWD,Gakpo,Vardy,1,126,1,118,8,0.2222222222222222,0,125.0,1.0,7.0
1119,2024-08-28T17:15:38.739659Z,3,AN,waiver,unsuccessful - player in already been picked up,13.0,DEF,Konaté,Burn,6,98,0,109,-11,-0.3055555555555556,6,0.0,98.0,-109.0
1120,2024-08-30T10:30:41.202842Z,3,AN,free agent,successful,,DEF,Estupiñan,Burn,1,63,0,109,-46,-1.2777777777777777,1,23.0,40.0,-86.0
1121,2024-08-29T12:36:14.500945Z,3,IR,waiver,successful,1.0,DEF,Konaté,Aké,6,98,1,25,73,2.0277777777777777,5,82.0,16.0,57.0
1122,2024-09-20T08:01:52.679206Z,5,AN,waiver,unsuccessful - player out already gone,8.0,FWD,Strand Larsen,Wissa,2,130,0,157,-27,-0.7941176470588235,2,0.0,130.0,-157.0
1123,2024-09-20T08:01:52.679137Z,5,AN,waiver,successful,4.0,FWD,Zirkzee,Wissa,2,52,0,157,-105,-3.088235294117647,2,2.0,50.0,-155.0
1124,2024-09-20T08:01:52.679224Z,5,AN,waiver,unsuccessful - player out already gone,9.0,FWD,Raúl,Wissa,6,135,0,157,-22,-0.6470588235294118,6,0.0,135.0,-157.0
1125,2024-11-19T23:26:28.911086Z,12,AN,waiver,successful,3.0,DEF,Estupiñan,Pedro Porro,2,57,14,63,-6,-0.2222222222222222,-12,23.0,34.0,-40.0
1126,2025-03-14T12:38:04.024813Z,29,AN,waiver,unsuccessful - player in already been picked up,28.0,DEF,Estupiñan,Alexander-Arnold,7,19,0,13,6,0.6,7,9.0,10.0,-4.0
1127,2025-03-14T12:38:04.024841Z,29,AN,waiver,successful,30.0,DEF,Kilman,Alexander-Arnold,2,18,0,13,5,0.5,2,3.0,15.0,-10.0
1128,2025-03-14T12:38:04.024826Z,29,AN,waiver,unsuccessful - player in already been picked up,29.0,DEF,Dalot,Alexander-Arnold,11,23,0,13,10,1.0,11,0.0,23.0,-13.0
1129,2025-05-15T20:13:44.559807Z,37,AN,free agent,successful,,DEF,James,Chalobah,10,16,0,0,16,8.0,10,10.0,6.0,10.0
1130,2024-09-27T19:31:04.442468Z,6,AN,free agent,successful,,MID,Trossard,Nkunku,12,142,1,49,93,2.8181818181818183,11,36.0,106.0,-13.0
1131,2024-11-08T08:26:56.543531Z,11,AN,waiver,successful,6.0,MID,Rogers,Buonanotte,1,117,1,38,79,2.8214285714285716,0,2.0,115.0,-36.0
1132,2025-04-04T07:36:46.787612Z,31,MN,waiver,successful,5.0,MID,Maddison,Bruno G.,7,13,3,30,-17,-2.125,4,9.0,4.0,-21.0
1133,2024-11-01T09:38:16.047777Z,10,MN,waiver,successful,5.0,MID,Barnes,Kovačić,1,89,2,69,20,0.6896551724137931,-1,10.0,79.0,-59.0
1134,2024-11-01T09:38:16.047731Z,10,MN,waiver,unsuccessful - player in already been picked up,4.0,MID,Iwobi,Kovačić,2,116,2,69,47,1.6206896551724137,0,0.0,116.0,-69.0
1135,2024-11-09T11:33:35.513283Z,11,AN,free agent,successful,,DEF,Livramento,Schär,2,80,2,98,-18,-0.6428571428571429,0,21.0,59.0,-77.0
1136,2025-05-10T07:12:08.885076Z,36,AN,free agent,successful,,DEF,Bradley,Schär,1,6,5,8,-2,-0.6666666666666666,-4,1.0,5.0,-7.0
1137,2025-04-26T06:59:44.199356Z,34,AN,free agent,successful,,DEF,S.Bueno,Schär,1,3,6,20,-17,-3.4,-5,1.0,2.0,-19.0
1138,2025-04-23T07:58:55.663533Z,34,IR,waiver,successful,4.0,DEF,Bassey,Digne,2,5,0,8,-3,-0.6,2,2.0,3.0,-6.0
1139,2025-04-18T11:16:45.352737Z,33,AN,waiver,successful,28.0,DEF,Kilman,Disasi,1,12,1,1,11,1.8333333333333333,0,1.0,11.0,0.0
1140,2025-04-18T11:16:45.352772Z,33,AN,waiver,unsuccessful - player in already been picked up,30.0,DEF,Aït-Nouri,Disasi,5,21,1,1,20,3.3333333333333335,4,0.0,21.0,-1.0
1141,2025-04-18T11:16:45.352754Z,33,AN,waiver,unsuccessful - player out already gone,29.0,DEF,Cash,Disasi,4,23,1,1,22,3.6666666666666665,3,0.0,23.0,-1.0
1142,2025-04-16T19:44:55.974248Z,33,AC,waiver,successful,12.0,DEF,Aït-Nouri,Pedro Porro,5,21,5,4,17,2.8333333333333335,0,16.0,5.0,12.0
1143,2025-04-18T11:16:45.352569Z,33,AN,waiver,successful,6.0,FWD,Ndiaye,Wilson,2,21,1,7,14,2.3333333333333335,1,3.0,18.0,-4.0
1144,2025-04-18T11:16:45.352622Z,33,AN,waiver,unsuccessful - player out already gone,18.0,FWD,Solanke,Wilson,1,15,1,7,8,1.3333333333333333,0,0.0,15.0,-7.0
1145,2025-04-18T05:38:06.354780Z,33,BP,waiver,unsuccessful - player in already been picked up,13.0,FWD,Ndiaye,Beto,2,21,1,21,0,0.0,1,0.0,21.0,-21.0
1146,2024-10-24T05:59:39.461818Z,9,AN,waiver,successful,6.0,FWD,Cunha,Wilson,9,146,0,19,127,4.233333333333333,9,146.0,0.0,127.0
1147,2024-10-21T09:27:43.445677Z,9,IR,waiver,unsuccessful - player in already been picked up,9.0,FWD,Cunha,Darwin,9,146,4,56,90,3.0,5,0.0,146.0,-56.0
1148,2024-09-26T20:46:26.246812Z,6,AN,waiver,successful,8.0,GKP,Sels,José Sá,2,129,0,92,37,1.121212121212121,2,26.0,103.0,-66.0
1149,2024-09-26T20:46:26.246854Z,6,AN,waiver,unsuccessful - player out already gone,15.0,GKP,Henderson,José Sá,1,118,0,92,26,0.7878787878787878,1,0.0,118.0,-92.0
1150,2025-04-04T13:26:24.635137Z,31,AN,free agent,successful,,GKP,Martinez,José Sá,1,32,2,22,10,1.25,-1,23.0,9.0,1.0
1151,2025-03-31T15:31:13.336178Z,30,AN,waiver,unsuccessful - player in already been picked up,23.0,GKP,Pope,José Sá,2,46,5,27,19,2.111111111111111,-3,0.0,46.0,-27.0
1152,2025-03-31T12:17:39.149981Z,30,IR,waiver,successful,18.0,GKP,Pope,Martinez,2,46,6,38,8,0.8888888888888888,-4,37.0,9.0,-1.0
1153,2025-01-13T17:55:56.819665Z,21,AN,waiver,successful,10.0,GKP,Onana,José Sá,3,48,1,56,-8,-0.4444444444444444,2,3.0,45.0,-53.0
1154,2025-02-02T20:40:45.668477Z,25,AN,waiver,successful,11.0,GKP,Jørgensen,Flekken,2,10,10,68,-58,-4.142857142857143,-8,2.0,8.0,-66.0
1155,2025-02-02T20:40:45.668518Z,25,AN,waiver,unsuccessful - player out already gone,12.0,GKP,Valdimarsson,Flekken,0,0,10,68,-68,-4.857142857142857,-10,0.0,0.0,-68.0
1156,2025-05-10T07:14:15.607961Z,36,AN,free agent,successful,,FWD,Richarlison,Ndiaye,0,2,1,16,-14,-4.666666666666667,-1,0.0,2.0,-16.0
1157,2024-12-02T12:47:58.287432Z,14,AN,waiver,unsuccessful - player in already been picked up,7.0,MID,Trossard,Rogers,1,106,8,112,-6,-0.24,-7,0.0,106.0,-112.0
1158,2024-12-02T12:47:58.287447Z,14,AN,waiver,successful,8.0,MID,Kudus,Rogers,2,83,8,112,-29,-1.16,-6,57.0,26.0,-55.0
1159,2024-12-02T16:10:58.947368Z,14,AC,waiver,successful,1.0,MID,Trossard,Hudson-Odoi,1,106,0,60,46,1.84,1,41.0,65.0,-19.0
1160,2025-03-14T15:33:11.579824Z,29,AN,free agent,successful,,MID,Georginio,Minteh,5,5,2,28,-23,-2.3,3,5.0,0.0,-23.0
1161,2025-02-25T09:30:14.715743Z,27,AN,free agent,successful,,MID,Eze,Minteh,5,70,2,32,38,3.1666666666666665,3,35.0,35.0,3.0
1162,2025-03-14T15:40:37.713602Z,29,AN,free agent,successful,,DEF,Schär,Calafiori,0,52,0,2,50,5.0,0,33.0,19.0,31.0
1163,2025-01-01T08:49:31.389872Z,20,AN,waiver,successful,21.0,DEF,Trippier,Calafiori,0,49,1,14,35,1.8421052631578947,-1,0.0,49.0,-14.0
1164,2025-05-15T20:09:55.736412Z,37,AN,free agent,successful,,DEF,Chalobah,N.Semedo,0,0,0,1,-1,-0.5,0,0.0,0.0,-1.0
1165,2025-05-09T05:40:56.551478Z,36,AN,waiver,successful,19.0,DEF,Livramento,Saliba,7,11,1,2,9,3.0,6,9.0,2.0,7.0
1166,2024-12-07T09:49:58.892003Z,15,AN,free agent,successful,,GKP,Arrizabalaga,Sels,3,78,2,90,-12,-0.5,1,13.0,65.0,-77.0
1167,2025-05-15T20:18:15.027901Z,37,AN,free agent,successful,,MID,Szoboszlai,Diogo J.,7,9,0,1,8,4.0,7,9.0,0.0,8.0
1168,2025-01-23T19:56:48.017002Z,23,AN,waiver,successful,4.0,GKP,Pope,Kinsky,0,54,1,13,41,2.5625,-1,0.0,54.0,-13.0
1169,2024-10-11T13:48:51.717782Z,8,AC,waiver,successful,2.0,FWD,Delap,Cunha,2,101,2,148,-47,-1.5161290322580645,0,97.0,4.0,-51.0
1170,2024-10-17T19:23:49.965927Z,8,LB,waiver,unsuccessful - player in already been picked up,13.0,FWD,Delap,Vardy,2,101,6,104,-3,-0.0967741935483871,-4,0.0,101.0,-104.0
1171,2025-02-20T21:04:12.040731Z,26,PV,free agent,successful,,MID,Johnson,Eze,14,47,3,73,-26,-2.0,11,44.0,3.0,-29.0
1172,2024-09-10T16:47:06.115348Z,4,PV,waiver,unsuccessful - player out already gone,10.0,MID,Minteh,Hee Chan,2,92,1,33,59,1.6857142857142857,1,0.0,92.0,-33.0
1173,2024-09-10T16:47:06.115272Z,4,PV,waiver,successful,3.0,MID,Semenyo,Hee Chan,1,146,1,33,113,3.2285714285714286,0,29.0,117.0,-4.0
1174,2024-09-10T16:47:06.115327Z,4,PV,waiver,unsuccessful - player out already gone,9.0,MID,Rodrigo,Hee Chan,1,3,1,33,-30,-0.8571428571428571,0,2.0,1.0,-31.0
1175,2024-09-10T16:47:06.115386Z,4,PV,waiver,unsuccessful - player out already gone,14.0,MID,Minteh,Rice,2,92,0,124,-32,-0.9142857142857143,2,0.0,92.0,-124.0
1176,2024-09-10T16:47:06.115368Z,4,PV,waiver,successful,11.0,MID,Rodrigo,Rice,1,3,0,124,-121,-3.4571428571428573,1,2.0,1.0,-122.0
1177,2024-09-10T16:47:06.115404Z,4,PV,waiver,unsuccessful - player out already gone,15.0,MID,Szmodics,Rice,1,45,0,124,-79,-2.257142857142857,1,0.0,45.0,-124.0
1178,2024-12-12T12:40:23.933666Z,16,PV,waiver,unsuccessful - player out already gone,9.0,DEF,Udogie,Walker,1,10,0,2,8,0.34782608695652173,1,0.0,10.0,-2.0
1179,2024-12-12T12:40:23.933619Z,16,PV,waiver,successful,2.0,DEF,Gusto,Walker,2,42,0,2,40,1.7391304347826086,2,7.0,35.0,5.0
1180,2024-11-01T07:49:41.756467Z,10,PV,waiver,successful,2.0,DEF,N.Semedo,Walker,1,74,0,6,68,2.3448275862068964,1,16.0,58.0,10.0
1181,2024-11-01T07:49:41.756511Z,10,PV,waiver,unsuccessful - player out already gone,8.0,DEF,Dawson,Walker,1,7,0,6,1,0.034482758620689655,1,0.0,7.0,-6.0
1182,2025-01-17T10:33:42.682582Z,22,PV,waiver,unsuccessful - player out already gone,10.0,DEF,Guéhi,Bassey,8,46,6,35,11,0.6470588235294118,2,0.0,46.0,-35.0
1183,2025-01-17T10:33:42.682535Z,22,PV,waiver,successful,5.0,DEF,De Ligt,Bassey,1,23,6,35,-12,-0.7058823529411765,-5,0.0,23.0,-35.0
1184,2025-01-17T14:06:20.986069Z,22,AC,free agent,successful,,DEF,Guéhi,Tarkowski,8,46,1,44,2,0.11764705882352941,7,43.0,3.0,-1.0
1185,2025-05-25T05:43:40.017950Z,38,PV,free agent,successful,,DEF,Botman,Konsa,6,6,1,1,5,5.0,5,6.0,0.0,5.0
1186,2024-10-03T20:08:41.022134Z,7,PV,waiver,successful,1.0,DEF,Walker,Mazraoui,1,7,1,63,-56,-1.75,0,2.0,5.0,-61.0
1187,2025-04-25T21:17:43.795452Z,34,PV,free agent,successful,,DEF,Tete,Aina,2,5,1,5,0,0.0,1,2.0,3.0,-3.0
1188,2024-12-28T07:58:36.377215Z,19,PV,waiver,unsuccessful - player in already been picked up,2.0,MID,Saka,Martinelli,0,20,9,62,-42,-2.1,-9,0.0,20.0,-62.0
1189,2024-12-28T09:31:21.387920Z,19,IR,waiver,successful,1.0,MID,Saka,Tonali,0,20,3,78,-58,-2.9,-3,20.0,0.0,-58.0
1190,2024-12-28T09:31:21.388033Z,19,IR,waiver,unsuccessful - player out already gone,11.0,MID,Smith Rowe,Tonali,1,53,3,78,-25,-1.25,-2,0.0,53.0,-78.0
1191,2024-12-28T09:31:21.388052Z,19,IR,waiver,unsuccessful - player out already gone,12.0,MID,Bruno G.,Tonali,3,76,3,78,-2,-0.1,0,0.0,76.0,-78.0
1192,2024-12-28T07:37:44.524577Z,19,MN,waiver,unsuccessful - player in already been picked up,6.0,MID,Saka,Szoboszlai,0,20,0,83,-63,-3.15,0,0.0,20.0,-83.0
1193,2024-12-28T07:37:44.524609Z,19,MN,waiver,unsuccessful - player out already gone,10.0,MID,Bruno G.,Szoboszlai,3,76,0,83,-7,-0.35,3,0.0,76.0,-83.0
1194,2024-12-28T07:37:44.524594Z,19,MN,waiver,successful,7.0,MID,I.Sarr,Szoboszlai,2,85,0,83,2,0.1,2,2.0,83.0,-81.0
1195,2025-04-25T07:41:59.008700Z,34,LB,waiver,successful,18.0,MID,Gordon,Savinho,1,8,0,2,6,1.2,1,2.0,6.0,0.0
1196,2025-05-25T05:45:24.101990Z,38,PV,free agent,successful,,MID,Elliott,Garnacho,1,1,0,0,1,1.0,1,0.0,1.0,0.0
1197,2025-05-02T08:50:56.446208Z,35,PV,free agent,successful,,MID,Garnacho,Szoboszlai,12,14,1,15,-1,-0.25,11,14.0,0.0,-1.0
1198,2024-09-26T15:19:01.123198Z,6,MN,waiver,successful,11.0,MID,Madueke,Ward-Prowse,5,92,2,46,46,1.393939393939394,3,52.0,40.0,6.0
1199,2024-09-26T15:19:01.123226Z,6,MN,waiver,unsuccessful - player out already gone,22.0,MID,McNeil,Ward-Prowse,15,69,2,46,23,0.696969696969697,13,0.0,69.0,-46.0
1200,2025-03-08T10:38:41.392887Z,28,PV,free agent,successful,,DEF,Rúben,Colwill,2,49,6,44,5,0.45454545454545453,-4,40.0,9.0,-4.0
1201,2024-08-23T15:29:34.110676Z,2,PV,free agent,successful,,GKP,Sánchez,Areola,1,124,6,68,56,1.5135135135135136,-5,44.0,80.0,-24.0
1202,2025-03-08T10:29:12.524367Z,28,PV,free agent,successful,,GKP,Onana,Arrizabalaga,3,29,1,36,-7,-0.6363636363636364,2,9.0,20.0,-27.0
1203,2024-09-26T09:38:21.399714Z,6,PV,waiver,successful,2.0,FWD,Nketiah,Muniz,2,49,1,75,-26,-0.7878787878787878,1,3.0,46.0,-72.0
1204,2024-12-06T10:36:16.599589Z,15,PV,waiver,successful,3.0,MID,Sancho,Semenyo,8,57,2,115,-58,-2.4166666666666665,6,23.0,34.0,-92.0
1205,2025-01-24T10:46:45.835975Z,23,PV,waiver,unsuccessful - player in already been picked up,8.0,DEF,Konaté,De Ligt,5,51,1,22,29,1.8125,4,0.0,51.0,-22.0
1206,2025-01-24T10:46:45.836022Z,23,PV,waiver,successful,9.0,DEF,Calafiori,De Ligt,7,13,1,22,-9,-0.5625,6,0.0,13.0,-22.0
1207,2025-01-24T09:26:01.041107Z,23,IR,waiver,successful,2.0,DEF,Konaté,Aké,5,51,0,1,50,3.125,5,51.0,0.0,50.0
