league_code,date_added,gameweek,short_name,kind,result,index,priority,position,element_in,player_in,element_out,player_out,player_in_points_scored_in_week,player_out_points_scored_in_week,net_points_of_transfer_in_week,abs_net_trade,transfer_category
Prem,2025-10-01 20:01:57.400406+00:00,7,TS,waiver,successful,6.0,1.0,MID,267,Sarr (7),515,Gibbs-White (4),7,4,3,3,waiver - successful
Prem,2025-11-21 10:11:54.618954+00:00,12,JP,waiver,successful,1.0,1.0,MID,47,Rogers (15),20,Trossard (12),15,12,3,3,waiver - successful
Prem,2025-11-30 21:40:12.928633+00:00,14,MN,waiver,unsuccessful - player in already been picked up,6.0,3.0,DEF,476,Burn (6),261,Richards (9),6,9,-3,3,waiver - unsuccessful - player in already been picked up
Prem,2025-12-13 12:19:35.788108+00:00,16,TS,free agent,successful,,,GKP,101,Kelleher (3),502,Sels (0),3,0,3,3,free agent - successful
Prem,2025-12-19 10:03:24.901098+00:00,17,MN,waiver,unsuccessful - player in already been picked up,19.0,6.0,DEF,72,Senesi (4),317,Andersen (7),4,7,-3,3,waiver - unsuccessful - player in already been picked up
Prem,2025-12-19 10:22:00.073239+00:00,17,TS,waiver,unsuccessful - player in already been picked up,7.0,2.0,MID,160,Minteh (3),418,Doku (0),3,0,3,3,waiver - unsuccessful - player in already been picked up
Prem,2025-12-26 08:06:00.724808+00:00,18,LB,free agent,successful,,,MID,301,Alcaraz (3),242,Dewsbury-Hall (0),3,0,3,3,free agent - successful
Prem,2025-12-29 14:02:55.712498+00:00,19,AN,waiver,successful,4.0,1.0,MID,487,Barnes (2),485,Gordon (5),2,5,-3,3,waiver - successful
Prem,2025-12-29 15:28:26.422968+00:00,19,TS,waiver,unsuccessful - player out already gone,28.0,15.0,DEF,151,Van Hecke (0),72,Senesi (3),0,3,-3,3,waiver - unsuccessful - player out already gone
Prem,2026-01-01 11:52:36.754957+00:00,20,MN,waiver,successful,2.0,1.0,DEF,568,Pedro Porro (4),374,Konaté (1),4,1,3,3,waiver - successful
Prem,2026-01-02 08:22:00.036260+00:00,20,AN,waiver,unsuccessful - player in already been picked up,11.0,3.0,DEF,568,Pedro Porro (4),371,Kerkez (1),4,1,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-01-02 10:08:26.113943+00:00,20,TS,waiver,successful,5.0,2.0,DEF,477,Livramento (1),437,Martinez (4),1,4,-3,3,waiver - successful
Prem,2026-01-05 15:17:09.264976+00:00,21,LB,waiver,successful,2.0,1.0,MID,236,Neto (5),664,Stach (2),5,2,3,3,waiver - successful
Prem,2026-01-15 13:10:19.482534+00:00,22,LD,waiver,unsuccessful - player in already been picked up,9.0,2.0,MID,487,Barnes (3),381,M.Salah (0),3,0,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-01-31 07:53:52.257263+00:00,24,AN,free agent,successful,,,FWD,526,Igor Jesus (2),31,G.Jesus (5),2,5,-3,3,free agent - successful
Prem,2026-02-05 18:09:47.104005+00:00,25,LD,waiver,successful,2.0,1.0,FWD,100,Kroupi.Jr (2),337,Raúl (5),2,5,-3,3,waiver - successful
Prem,2026-02-08 16:41:08.288651+00:00,26,AN,waiver,successful,6.0,2.0,DEF,402,Aït-Nouri (9),38,Konsa (6),9,6,3,3,waiver - successful
Prem,2026-02-19 10:10:41.666308+00:00,27,MN,waiver,unsuccessful - player in already been picked up,2.0,1.0,MID,390,Gravenberch (3),488,Bruno G. (0),3,0,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-02-19 10:10:41.666412+00:00,27,MN,waiver,unsuccessful - player in already been picked up,24.0,5.0,MID,90,Scott (5),303,Garner (2),5,2,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-02-25 10:54:08.856742+00:00,28,AN,waiver,unsuccessful - player in already been picked up,7.0,2.0,MID,266,Eze (2),83,O.Dango (5),2,5,-3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-03-01 23:05:18.833791+00:00,29,LB,waiver,successful,2.0,1.0,MID,120,Schade (3),236,Neto (0),3,0,3,3,waiver - successful
Prem,2026-03-02 21:26:35.376858+00:00,29,TS,free agent,successful,,,GKP,314,Leno (3),670,Roefs (0),3,0,3,3,free agent - successful
Prem,2026-03-11 20:14:05.483221+00:00,30,MN,waiver,successful,2.0,1.0,DEF,106,Collins (0),295,Keane (3),0,3,-3,3,waiver - successful
Prem,2026-03-19 22:02:29.147003+00:00,31,MN,free agent,successful,,,DEF,440,Dalot (1),74,Truffert (4),1,4,-3,3,free agent - successful
Prem,2026-04-09 16:35:23.721702+00:00,32,TS,waiver,successful,16.0,8.0,GKP,341,Darlow (4),673,Ramsdale (1),4,1,3,3,waiver - successful
Prem,2026-04-09 16:35:23.721769+00:00,32,TS,waiver,unsuccessful - player out already gone,25.0,12.0,DEF,74,Truffert (4),477,Livramento (1),4,1,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:35:23.721784+00:00,32,TS,waiver,unsuccessful - player out already gone,26.0,13.0,DEF,74,Truffert (4),477,Livramento (1),4,1,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:57:03.027157+00:00,32,MN,waiver,successful,17.0,4.0,DEF,295,Keane (0),106,Collins (3),0,3,-3,3,waiver - successful
Prem,2026-04-14 12:16:38.414335+00:00,33,LD,waiver,unsuccessful - player in already been picked up,8.0,2.0,DEF,74,Truffert (13),568,Pedro Porro (10),13,10,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-04-15 14:16:07.795814+00:00,33,MN,waiver,unsuccessful - player out already gone,15.0,2.0,MID,169,Gomez (1),26,Zubimendi (4),1,4,-3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-15 14:16:07.795836+00:00,33,MN,waiver,unsuccessful - player out already gone,16.0,3.0,MID,416,Bernardo (7),26,Zubimendi (4),7,4,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-15 14:16:07.795855+00:00,33,MN,waiver,unsuccessful - player out already gone,17.0,4.0,MID,350,Aaronson (7),26,Zubimendi (4),7,4,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-16 21:11:44.261315+00:00,33,AN,waiver,unsuccessful - player out already gone,29.0,8.0,DEF,228,Gusto (3),225,James (0),3,0,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-17 12:22:00.676909+00:00,33,LD,free agent,successful,,,MID,418,Doku (8),457,Casemiro (5),8,5,3,3,free agent - successful
Prem,2026-04-22 20:54:43.584172+00:00,34,AN,waiver,unsuccessful - player in already been picked up,12.0,4.0,MID,718,Xavi (3),160,Minteh (0),3,0,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-04-23 08:18:42.396550+00:00,34,LD,waiver,successful,42.0,11.0,GKP,729,Lammens (3),220,Sánchez (0),3,0,3,3,waiver - successful
Prem,2026-04-23 13:49:29.647385+00:00,34,TS,waiver,successful,10.0,4.0,MID,718,Xavi (3),237,Enzo (0),3,0,3,3,waiver - successful
Prem,2026-04-24 09:17:08.836886+00:00,34,TS,free agent,successful,,,DEF,606,Mavropanos (4),442,Maguire (7),4,7,-3,3,free agent - successful
Prem,2026-04-24 11:55:58.225743+00:00,34,LB,free agent,successful,,,MID,646,J.Gomes (3),169,Gomez (0),3,0,3,3,free agent - successful
Prem,2026-04-28 09:26:12.902060+00:00,35,LB,waiver,unsuccessful - player out already gone,14.0,2.0,DEF,74,Truffert (7),475,Botman (4),7,4,3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-28 09:26:12.902083+00:00,35,LB,waiver,unsuccessful - player in already been picked up,15.0,3.0,FWD,691,Calvert-Lewin (6),597,Richarlison (9),6,9,-3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-04-29 11:09:45.824999+00:00,35,TS,waiver,successful,36.0,12.0,DEF,258,Mitchell (1),568,Pedro Porro (4),1,4,-3,3,waiver - successful
Prem,2026-04-29 11:09:45.825056+00:00,35,TS,waiver,unsuccessful - player out already gone,41.0,15.0,DEF,261,Richards (1),568,Pedro Porro (4),1,4,-3,3,waiver - unsuccessful - player out already gone
Prem,2026-04-30 14:04:14.477192+00:00,35,LD,waiver,unsuccessful - player in already been picked up,22.0,3.0,FWD,97,Evanilson (5),817,Armstrong (2),5,2,3,3,waiver - unsuccessful - player in already been picked up
Prem,2026-05-01 08:31:34.425269+00:00,35,JP,free agent,successful,,,DEF,707,Justin (2),36,Cash (5),2,5,-3,3,free agent - successful
Prem,2026-05-08 05:22:35.964513+00:00,36,AN,waiver,successful,20.0,5.0,DEF,723,Canvot (4),293,O'Brien (1),4,1,3,3,waiver - successful
Prem,2026-05-08 06:51:59.584740+00:00,36,TS,waiver,successful,6.0,1.0,DEF,7,Calafiori (1),261,Richards (4),1,4,-3,3,waiver - successful
Prem,2026-05-08 08:42:41.351599+00:00,36,MN,waiver,successful,16.0,4.0,FWD,654,Strand Larsen (3),337,Raúl (0),3,0,3,3,waiver - successful
Prem,2026-05-14 04:58:51.501063+00:00,37,AN,waiver,unsuccessful - player out already gone,6.0,3.0,MID,163,Hinshelwood (3),698,Okafor (0),3,0,3,3,waiver - unsuccessful - player out already gone
Prem,2026-05-14 12:07:26.522598+00:00,37,TS,waiver,successful,9.0,3.0,MID,708,M.Fernandes (4),381,M.Salah (1),4,1,3,3,waiver - successful
Prem,2026-05-14 14:36:39.668011+00:00,37,MN,waiver,unsuccessful - player out already gone,14.0,4.0,DEF,106,Collins (3),343,Struijk (0),3,0,3,3,waiver - unsuccessful - player out already gone
Prem,2026-05-22 22:19:30.763057+00:00,38,MN,waiver,unsuccessful - player in already been picked up,18.0,4.0,DEF,7,Calafiori (1),295,Keane (4),1,4,-3,3,waiver - unsuccessful - player in already been picked up
Prem,2025-08-20 19:47:54.044437+00:00,2,LD,waiver,unsuccessful - player in already been picked up,16.0,2.0,MID,427,Reijnders (2),19,Martinelli (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-08-21 18:06:59.259091+00:00,2,AN,waiver,successful,11.0,2.0,MID,21,Rice (6),267,Sarr (8),6,8,-2,2,waiver - successful
Prem,2025-08-21 18:06:59.259199+00:00,2,AN,waiver,successful,24.0,7.0,DEF,37,Digne (2),38,Konsa (0),2,0,2,2,waiver - successful
Prem,2025-08-21 18:06:59.259216+00:00,2,AN,waiver,unsuccessful - player out already gone,25.0,8.0,DEF,36,Cash (2),38,Konsa (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2025-08-21 18:40:35.916133+00:00,2,AN,free agent,successful,,,DEF,441,Dorgu (2),145,De Cuyper (0),2,0,2,2,free agent - successful
Prem,2025-08-27 19:51:50.610053+00:00,3,AN,waiver,successful,10.0,2.0,MID,83,O.Dango (2),21,Rice (4),2,4,-2,2,waiver - successful
Prem,2025-08-27 19:51:50.610075+00:00,3,AN,waiver,unsuccessful - player out already gone,17.0,3.0,MID,516,Hudson-Odoi (2),21,Rice (4),2,4,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-08-28 19:42:39.834929+00:00,3,MN,waiver,successful,12.0,3.0,MID,241,Caicedo (4),48,Tielemans (2),4,2,2,2,waiver - successful
Prem,2025-08-29 09:29:58.452863+00:00,3,LB,waiver,unsuccessful - player in already been picked up,2.0,1.0,DEF,8,J.Timber (2),233,Acheampong (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-08-29 09:29:58.452908+00:00,3,LB,waiver,successful,3.0,2.0,FWD,561,Mayenda (2),30,Havertz (0),2,0,2,2,waiver - successful
Prem,2025-08-29 09:55:53.500276+00:00,3,LD,waiver,unsuccessful - player in already been picked up,15.0,3.0,DEF,8,J.Timber (2),11,White (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-08-29 09:55:53.500329+00:00,3,LD,waiver,unsuccessful - player in already been picked up,22.0,6.0,MID,674,J.Palhinha (1),19,Martinelli (3),1,3,-2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-08-29 20:00:51.603702+00:00,3,AN,free agent,successful,,,MID,516,Hudson-Odoi (2),417,Cherki (0),2,0,2,2,free agent - successful
Prem,2025-09-09 08:05:53.439569+00:00,4,TS,waiver,successful,6.0,1.0,DEF,72,Senesi (3),505,Milenković (1),3,1,2,2,waiver - successful
Prem,2025-09-11 11:26:55.138408+00:00,4,MN,waiver,successful,3.0,1.0,FWD,311,Beto (2),251,N.Jackson (0),2,0,2,2,waiver - successful
Prem,2025-09-11 11:26:55.138481+00:00,4,MN,waiver,successful,11.0,3.0,MID,387,Szoboszlai (3),486,Elanga (1),3,1,2,2,waiver - successful
Prem,2025-09-11 16:18:05.669378+00:00,4,AN,waiver,unsuccessful - player in already been picked up,23.0,4.0,DEF,72,Senesi (3),441,Dorgu (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-11 16:18:05.669457+00:00,4,AN,waiver,successful,27.0,8.0,DEF,74,Truffert (2),507,Aina (0),2,0,2,2,waiver - successful
Prem,2025-09-12 09:09:21.983788+00:00,4,JP,waiver,unsuccessful - player in already been picked up,21.0,5.0,DEF,72,Senesi (3),36,Cash (5),3,5,-2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-14 17:29:58.967954+00:00,5,LB,waiver,successful,2.0,1.0,DEF,408,Rúben (2),225,James (4),2,4,-2,2,waiver - successful
Prem,2025-09-18 06:18:23.176507+00:00,5,AN,waiver,unsuccessful - player in already been picked up,10.0,2.0,MID,414,Foden (3),516,Hudson-Odoi (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-18 11:18:19.845763+00:00,5,TS,waiver,unsuccessful - player in already been picked up,14.0,3.0,DEF,408,Rúben (2),506,Murillo (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-18 14:28:36.161173+00:00,5,JP,waiver,successful,4.0,1.0,MID,414,Foden (3),18,Madueke (1),3,1,2,2,waiver - successful
Prem,2025-09-19 07:30:13.226613+00:00,5,LD,waiver,unsuccessful - player in already been picked up,5.0,1.0,MID,414,Foden (3),580,Johnson (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-19 07:30:13.226667+00:00,5,LD,waiver,unsuccessful - player in already been picked up,6.0,2.0,DEF,408,Rúben (2),402,Aït-Nouri (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-09-19 07:30:13.226689+00:00,5,LD,waiver,successful,7.0,3.0,MID,418,Doku (3),580,Johnson (1),3,1,2,2,waiver - successful
Prem,2025-09-27 06:10:24.526884+00:00,6,LB,free agent,successful,,,MID,324,Iwobi (2),452,Amad (0),2,0,2,2,free agent - successful
Prem,2025-09-28 15:05:16.802143+00:00,7,AN,waiver,successful,1.0,1.0,MID,160,Minteh (2),157,Mitoma (0),2,0,2,2,waiver - successful
Prem,2025-10-01 10:44:55.525596+00:00,7,LD,waiver,successful,5.0,1.0,DEF,38,Konsa (2),226,Chalobah (0),2,0,2,2,waiver - successful
Prem,2025-10-01 20:01:57.400481+00:00,7,TS,waiver,unsuccessful - player in already been picked up,11.0,2.0,MID,160,Minteh (2),515,Gibbs-White (4),2,4,-2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-10-16 17:37:56.731042+00:00,8,LD,waiver,successful,9.0,3.0,MID,488,Bruno G. (2),237,Enzo (0),2,0,2,2,waiver - successful
Prem,2025-10-17 10:53:04.598199+00:00,8,JP,free agent,successful,,,DEF,474,Schär (0),36,Cash (2),0,2,-2,2,free agent - successful
Prem,2025-10-24 08:04:02.311662+00:00,9,LD,free agent,successful,,,MID,237,Enzo (2),390,Gravenberch (0),2,0,2,2,free agent - successful
Prem,2025-10-24 14:41:10.866897+00:00,9,LD,free agent,successful,,,MID,236,Neto (8),488,Bruno G. (10),8,10,-2,2,free agent - successful
Prem,2025-10-24 16:16:08.430777+00:00,9,JP,free agent,successful,,,MID,20,Trossard (3),712,Yeremy (1),3,1,2,2,free agent - successful
Prem,2025-10-31 06:52:09.368032+00:00,10,JP,waiver,unsuccessful - player out already gone,10.0,3.0,DEF,36,Cash (0),603,Diouf (2),0,2,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-11-04 07:36:23.617779+00:00,11,LB,waiver,successful,1.0,1.0,MID,390,Gravenberch (2),485,Gordon (0),2,0,2,2,waiver - successful
Prem,2025-11-07 07:02:33.396481+00:00,11,AN,waiver,unsuccessful - player in already been picked up,7.0,2.0,DEF,374,Konaté (1),683,Thiaw (3),1,3,-2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-11-21 07:41:43.533469+00:00,12,AN,waiver,successful,2.0,1.0,FWD,250,Delap (2),679,Šeško (0),2,0,2,2,waiver - successful
Prem,2025-11-21 12:20:02.060810+00:00,12,MN,free agent,successful,,,MID,488,Bruno G. (10),674,J.Palhinha (8),10,8,2,2,free agent - successful
Prem,2025-11-28 13:09:56.913365+00:00,13,LD,waiver,unsuccessful - player out already gone,10.0,3.0,MID,20,Trossard (0),324,Iwobi (2),0,2,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-11-28 13:09:56.913381+00:00,13,LD,waiver,successful,11.0,4.0,DEF,295,Keane (2),402,Aït-Nouri (0),2,0,2,2,waiver - successful
Prem,2025-11-30 21:40:12.928666+00:00,14,MN,waiver,successful,8.0,5.0,MID,83,O.Dango (2),241,Caicedo (0),2,0,2,2,waiver - successful
Prem,2025-12-04 03:12:28.928397+00:00,15,LD,waiver,successful,1.0,1.0,FWD,64,Watkins (2),100,Kroupi.Jr (0),2,0,2,2,waiver - successful
Prem,2025-12-10 20:43:44.563502+00:00,16,TS,waiver,successful,5.0,1.0,DEF,10,Lewis-Skelly (1),683,Thiaw (3),1,3,-2,2,waiver - successful
Prem,2025-12-10 20:43:44.563546+00:00,16,TS,waiver,unsuccessful - player out already gone,9.0,2.0,DEF,72,Senesi (1),683,Thiaw (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-11 20:33:50.450070+00:00,16,AN,waiver,successful,7.0,2.0,MID,718,Xavi (4),160,Minteh (2),4,2,2,2,waiver - successful
Prem,2025-12-19 06:18:47.885931+00:00,17,AN,waiver,successful,13.0,3.0,DEF,370,Frimpong (4),145,De Cuyper (6),4,6,-2,2,waiver - successful
Prem,2025-12-19 09:56:31.072984+00:00,17,LB,waiver,unsuccessful - player in already been picked up,4.0,1.0,MID,329,Wilson (2),299,Ndiaye (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-12-19 09:56:31.073054+00:00,17,LB,waiver,successful,5.0,2.0,MID,515,Gibbs-White (2),452,Amad (0),2,0,2,2,waiver - successful
Prem,2025-12-19 09:56:31.073094+00:00,17,LB,waiver,unsuccessful - player out already gone,14.0,3.0,MID,84,Tavernier (2),452,Amad (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-19 10:03:24.900960+00:00,17,MN,waiver,successful,2.0,1.0,MID,329,Wilson (2),83,O.Dango (0),2,0,2,2,waiver - successful
Prem,2025-12-19 10:03:24.901019+00:00,17,MN,waiver,unsuccessful - player out already gone,10.0,2.0,MID,84,Tavernier (2),83,O.Dango (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-19 10:03:24.901116+00:00,17,MN,waiver,successful,20.0,7.0,DEF,261,Richards (2),258,Mitchell (0),2,0,2,2,waiver - successful
Prem,2025-12-19 10:22:00.073190+00:00,17,TS,waiver,unsuccessful - player in already been picked up,6.0,1.0,MID,329,Wilson (2),418,Doku (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2025-12-19 10:22:00.073294+00:00,17,TS,waiver,unsuccessful - player out already gone,23.0,5.0,DEF,682,Diakité (2),10,Lewis-Skelly (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-19 11:47:02.251938+00:00,17,LB,free agent,successful,,,MID,516,Hudson-Odoi (2),299,Ndiaye (0),2,0,2,2,free agent - successful
Prem,2025-12-19 11:47:55.094804+00:00,17,TS,free agent,successful,,,DEF,682,Diakité (2),477,Livramento (0),2,0,2,2,free agent - successful
Prem,2025-12-19 13:03:05.162120+00:00,17,TS,free agent,successful,,,FWD,526,Igor Jesus (2),654,Strand Larsen (0),2,0,2,2,free agent - successful
Prem,2025-12-25 13:31:38.007084+00:00,18,MN,waiver,successful,10.0,3.0,MID,241,Caicedo (3),329,Wilson (5),3,5,-2,2,waiver - successful
Prem,2025-12-25 14:51:06.963177+00:00,18,TS,waiver,unsuccessful - player out already gone,12.0,3.0,DEF,258,Mitchell (2),682,Diakité (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-25 14:51:06.963212+00:00,18,TS,waiver,successful,14.0,5.0,MID,386,Mac Allister (2),387,Szoboszlai (0),2,0,2,2,waiver - successful
Prem,2025-12-26 08:45:46.627783+00:00,18,LB,free agent,successful,,,MID,664,Stach (4),516,Hudson-Odoi (2),4,2,2,2,free agent - successful
Prem,2025-12-28 13:57:24.292099+00:00,19,LD,waiver,successful,1.0,1.0,FWD,30,Havertz (0),679,Šeško (2),0,2,-2,2,waiver - successful
Prem,2025-12-28 20:29:51.918333+00:00,19,LB,waiver,successful,3.0,1.0,MID,329,Wilson (2),301,Alcaraz (0),2,0,2,2,waiver - successful
Prem,2025-12-29 15:28:26.422564+00:00,19,TS,waiver,successful,6.0,2.0,MID,387,Szoboszlai (3),386,Mac Allister (1),3,1,2,2,waiver - successful
Prem,2025-12-29 15:28:26.422620+00:00,19,TS,waiver,unsuccessful - player out already gone,15.0,3.0,MID,120,Schade (3),386,Mac Allister (1),3,1,2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-29 15:28:26.422933+00:00,19,TS,waiver,unsuccessful - player out already gone,26.0,13.0,DEF,505,Milenković (1),72,Senesi (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-29 15:28:26.422951+00:00,19,TS,waiver,unsuccessful - player out already gone,27.0,14.0,DEF,506,Murillo (1),72,Senesi (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Prem,2025-12-29 16:17:33.156352+00:00,19,MN,waiver,successful,2.0,1.0,DEF,440,Dalot (2),113,Van den Berg (0),2,0,2,2,waiver - successful
Prem,2025-12-29 16:17:33.156444+00:00,19,MN,waiver,unsuccessful - player in already been picked up,12.0,5.0,MID,329,Wilson (2),266,Eze (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2026-01-02 05:39:18.188909+00:00,20,LD,waiver,successful,1.0,1.0,DEF,293,O'Brien (0),228,Gusto (2),0,2,-2,2,waiver - successful
Prem,2026-01-02 10:08:26.113976+00:00,20,TS,waiver,unsuccessful - player out already gone,9.0,4.0,DEF,151,Van Hecke (6),437,Martinez (4),6,4,2,2,waiver - unsuccessful - player out already gone
Prem,2026-01-16 10:58:15.761952+00:00,22,MN,waiver,successful,3.0,1.0,DEF,374,Konaté (2),403,Gvardiol (0),2,0,2,2,waiver - successful
Prem,2026-01-16 10:58:15.762067+00:00,22,MN,waiver,successful,18.0,5.0,FWD,752,Mané (2),597,Richarlison (0),2,0,2,2,waiver - successful
Prem,2026-01-16 13:08:11.166640+00:00,22,LB,free agent,successful,,,MID,718,Xavi (2),612,L.Paquetá (0),2,0,2,2,free agent - successful
Prem,2026-01-23 21:13:56.193715+00:00,23,JP,free agent,successful,,,MID,299,Ndiaye (2),419,Grealish (0),2,0,2,2,free agent - successful
Prem,2026-01-25 20:24:12.155022+00:00,24,TS,waiver,unsuccessful - player in already been picked up,7.0,1.0,DEF,38,Konsa (2),317,Andersen (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2026-01-28 07:51:14.188223+00:00,24,LD,waiver,successful,8.0,2.0,DEF,442,Maguire (2),575,Van de Ven (0),2,0,2,2,waiver - successful
Prem,2026-01-29 17:11:13.159825+00:00,24,MN,waiver,successful,9.0,2.0,DEF,295,Keane (2),568,Pedro Porro (0),2,0,2,2,waiver - successful
Prem,2026-01-29 17:11:13.159867+00:00,24,MN,waiver,unsuccessful - player out already gone,13.0,4.0,DEF,258,Mitchell (2),568,Pedro Porro (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2026-01-30 04:24:45.307270+00:00,24,AN,waiver,successful,4.0,1.0,DEF,38,Konsa (2),370,Frimpong (0),2,0,2,2,waiver - successful
Prem,2026-01-30 09:43:13.179482+00:00,24,JP,waiver,successful,5.0,1.0,DEF,440,Dalot (2),11,White (0),2,0,2,2,waiver - successful
Prem,2026-02-08 16:41:08.288711+00:00,26,AN,waiver,unsuccessful - player in already been picked up,16.0,5.0,DEF,694,Mukiele (2),569,Romero (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Prem,2026-02-09 07:18:03.580905+00:00,26,LB,waiver,successful,3.0,1.0,MID,19,Martinelli (3),236,Neto (1),3,1,2,2,waiver - successful
Prem,2026-02-09 16:00:15.109686+00:00,26,TS,waiver,successful,4.0,1.0,DEF,261,Richards (0),148,F.Kadıoğlu (2),0,2,-2,2,waiver - successful
Prem,2026-02-19 19:58:46.037254+00:00,27,JP,waiver,successful,6.0,1.0,MID,485,Gordon (2),17,Ødegaard (4),2,4,-2,2,waiver - successful
Prem,2026-02-19 19:58:46.037323+00:00,27,JP,waiver,unsuccessful - player out already gone,13.0,3.0,MID,515,Gibbs-White (2),17,Ødegaard (4),2,4,-2,2,waiver - unsuccessful - player out already gone
Prem,2026-02-20 12:26:07.541930+00:00,27,TS,waiver,successful,8.0,2.0,MID,387,Szoboszlai (3),18,Madueke (1),3,1,2,2,waiver - successful
Prem,2026-02-20 12:26:07.542010+00:00,27,TS,waiver,successful,18.0,5.0,DEF,290,Branthwaite (2),257,Lacroix (0),2,0,2,2,waiver - successful
Prem,2026-02-20 20:53:19.778916+00:00,27,LB,free agent,successful,,,MID,808,Rayan (3),19,Martinelli (1),3,1,2,2,free agent - successful
Prem,2026-02-23 06:47:26.776315+00:00,28,LD,waiver,successful,1.0,1.0,MID,266,Eze (2),457,Casemiro (4),2,4,-2,2,waiver - successful
Prem,2026-02-25 17:40:43.413337+00:00,28,TS,waiver,unsuccessful - player out already gone,9.0,2.0,DEF,77,Hill (2),694,Mukiele (0),2,0,2,2,waiver - unsuccessful - player out already gone
Prem,2026-03-02 20:13:19.668951+00:00,29,TS,free agent,successful,,,DEF,290,Branthwaite (6),77,Hill (8),6,8,-2,2,free agent - successful
Prem,2026-03-13 09:31:39.435888+00:00,30,JP,waiver,successful,4.0,1.0,MID,267,Sarr (3),414,Foden (1),3,1,2,2,waiver - successful
Prem,2026-03-13 11:20:24.481339+00:00,30,TS,waiver,successful,5.0,1.0,DEF,224,Cucurella (2),290,Branthwaite (0),2,0,2,2,waiver - successful
Prem,2026-03-19 21:57:59.210744+00:00,31,MN,free agent,successful,,,MID,646,J.Gomes (0),84,Tavernier (2),0,2,-2,2,free agent - successful
Prem,2026-03-20 16:04:54.705821+00:00,31,LD,free agent,successful,,,FWD,597,Richarlison (2),30,Havertz (0),2,0,2,2,free agent - successful
Prem,2026-04-09 16:35:23.721626+00:00,32,TS,waiver,unsuccessful - player out already gone,10.0,3.0,DEF,77,Hill (3),317,Andersen (1),3,1,2,2,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:35:23.721641+00:00,32,TS,waiver,successful,11.0,4.0,DEF,77,Hill (3),477,Livramento (1),3,1,2,2,waiver - successful
Prem,2026-04-09 16:35:23.721798+00:00,32,TS,waiver,unsuccessful - player out already gone,27.0,14.0,DEF,74,Truffert (4),370,Frimpong (6),4,6,-2,2,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:35:23.721811+00:00,32,TS,waiver,successful,28.0,15.0,MID,84,Tavernier (2),237,Enzo (0),2,0,2,2,waiver - successful
Prem,2026-04-09 16:57:03.027142+00:00,32,MN,waiver,successful,12.0,3.0,MID,303,Garner (3),386,Mac Allister (1),3,1,2,2,waiver - successful
