league_code,date_added,gameweek,short_name,kind,result,index,priority,position,element_in,player_in,element_out,player_out,player_in_points_scored_in_week,player_out_points_scored_in_week,net_points_of_transfer_in_week,abs_net_trade,transfer_category
Prem,2025-08-21 07:08:55.949857+00:00,2,TS,waiver,successful,9.0,2.0,DEF,74,Truffert (6),8,J.Timber (24),6,24,-18,18,waiver - successful
Prem,2025-10-12 17:16:51.407588+00:00,8,AN,waiver,successful,1.0,1.0,DEF,225,James (18),473,Hall (0),18,0,18,18,waiver - successful
Prem,2026-02-09 09:27:25.512927+00:00,26,MN,waiver,successful,10.0,3.0,DEF,371,Kerkez (0),720,Hincapie (15),0,15,-15,15,waiver - successful
Prem,2026-03-17 20:50:21.478749+00:00,31,LB,waiver,successful,5.0,2.0,DEF,508,N.Williams (15),257,Lacroix (0),15,0,15,15,waiver - successful
Prem,2026-04-16 21:11:44.261367+00:00,33,AN,waiver,unsuccessful - player in already been picked up,32.0,11.0,DEF,406,Khusanov (15),7,Calafiori (0),15,0,15,15,waiver - unsuccessful - player in already been picked up
Prem,2026-04-17 07:32:23.284803+00:00,33,JP,waiver,successful,20.0,3.0,DEF,406,Khusanov (15),408,Rúben (0),15,0,15,15,waiver - successful
Prem,2026-04-29 11:09:45.824734+00:00,35,TS,waiver,successful,6.0,1.0,MID,418,Doku (15),718,Xavi (0),15,0,15,15,waiver - successful
Prem,2026-04-29 11:09:45.824946+00:00,35,TS,waiver,unsuccessful - player in already been picked up,33.0,9.0,DEF,72,Senesi (14),606,Mavropanos (-1),14,-1,15,15,waiver - unsuccessful - player in already been picked up
Prem,2025-08-27 19:51:50.610097+00:00,3,AN,waiver,unsuccessful - player in already been picked up,18.0,4.0,DEF,575,Van de Ven (1),260,Guéhi (15),1,15,-14,14,waiver - unsuccessful - player in already been picked up
Prem,2025-08-27 19:51:50.610115+00:00,3,AN,waiver,successful,19.0,5.0,DEF,507,Aina (1),260,Guéhi (15),1,15,-14,14,waiver - successful
Prem,2025-11-21 07:41:43.533523+00:00,12,AN,waiver,unsuccessful - player in already been picked up,5.0,2.0,MID,47,Rogers (15),718,Xavi (1),15,1,14,14,waiver - unsuccessful - player in already been picked up
Prem,2025-11-21 07:41:43.533553+00:00,12,AN,waiver,successful,6.0,3.0,MID,487,Barnes (15),718,Xavi (1),15,1,14,14,waiver - successful
Prem,2026-02-09 09:27:25.512965+00:00,26,MN,waiver,unsuccessful - player in already been picked up,17.0,5.0,DEF,440,Dalot (1),720,Hincapie (15),1,15,-14,14,waiver - unsuccessful - player in already been picked up
Prem,2026-04-16 21:11:44.261350+00:00,33,AN,waiver,unsuccessful - player out already gone,31.0,10.0,MID,784,Groß (16),487,Barnes (2),16,2,14,14,waiver - unsuccessful - player out already gone
Prem,2026-04-28 20:10:41.208344+00:00,35,AN,waiver,unsuccessful - player in already been picked up,29.0,7.0,DEF,72,Senesi (14),8,J.Timber (0),14,0,14,14,waiver - unsuccessful - player in already been picked up
Prem,2025-08-20 19:47:54.044273+00:00,2,LD,waiver,successful,10.0,1.0,DEF,7,Calafiori (13),372,Robertson (0),13,0,13,13,waiver - successful
Prem,2025-08-29 09:55:53.500294+00:00,3,LD,waiver,successful,16.0,4.0,DEF,226,Chalobah (13),11,White (0),13,0,13,13,waiver - successful
Prem,2025-09-11 16:18:05.669358+00:00,4,AN,waiver,successful,15.0,3.0,DEF,575,Van de Ven (14),441,Dorgu (1),14,1,13,13,waiver - successful
Prem,2025-11-07 07:02:33.396522+00:00,11,AN,waiver,successful,9.0,4.0,GKP,32,Martinez (14),565,Vicario (1),14,1,13,13,waiver - successful
Prem,2026-04-17 10:54:33.549864+00:00,33,AN,free agent,successful,,,MID,698,Okafor (16),83,O.Dango (3),16,3,13,13,free agent - successful
Prem,2026-04-28 20:10:41.208380+00:00,35,AN,waiver,unsuccessful - player in already been picked up,31.0,9.0,DEF,72,Senesi (14),473,Hall (1),14,1,13,13,waiver - unsuccessful - player in already been picked up
Prem,2026-04-30 14:04:14.477212+00:00,35,LD,waiver,unsuccessful - player in already been picked up,23.0,4.0,DEF,72,Senesi (14),374,Konaté (1),14,1,13,13,waiver - unsuccessful - player in already been picked up
Prem,2025-08-21 18:06:59.259151+00:00,2,AN,waiver,unsuccessful - player in already been picked up,22.0,5.0,DEF,7,Calafiori (13),10,Lewis-Skelly (1),13,1,12,12,waiver - unsuccessful - player in already been picked up
Prem,2025-12-19 09:56:31.073127+00:00,17,LB,waiver,successful,15.0,4.0,FWD,691,Calvert-Lewin (13),215,Flemming (1),13,1,12,12,waiver - successful
Prem,2026-01-05 15:29:40.398144+00:00,21,MN,waiver,successful,1.0,1.0,DEF,106,Collins (13),440,Dalot (1),13,1,12,12,waiver - successful
Prem,2026-01-23 07:05:09.260641+00:00,23,TS,waiver,successful,5.0,1.0,MID,418,Doku (1),387,Szoboszlai (13),1,13,-12,12,waiver - successful
Prem,2026-01-28 07:51:14.188171+00:00,24,LD,waiver,successful,2.0,1.0,MID,457,Casemiro (13),427,Reijnders (1),13,1,12,12,waiver - successful
Prem,2026-04-23 08:18:42.396412+00:00,34,LD,waiver,successful,28.0,7.0,MID,457,Casemiro (12),414,Foden (0),12,0,12,12,waiver - successful
Prem,2026-05-08 08:42:41.351534+00:00,36,MN,waiver,unsuccessful - player in already been picked up,8.0,2.0,MID,414,Foden (13),26,Zubimendi (1),13,1,12,12,waiver - unsuccessful - player in already been picked up
Prem,2025-10-24 14:33:25.955822+00:00,9,LD,free agent,successful,,,DEF,151,Van Hecke (2),348,Rodon (13),2,13,-11,11,free agent - successful
Prem,2025-11-06 15:54:23.741350+00:00,11,TS,waiver,successful,5.0,1.0,DEF,411,O'Reilly (11),478,Trippier (0),11,0,11,11,waiver - successful
Prem,2025-11-29 20:17:55.118314+00:00,14,AN,waiver,unsuccessful - player out already gone,4.0,2.0,FWD,64,Watkins (13),735,Kolo Muani (2),13,2,11,11,waiver - unsuccessful - player out already gone
Prem,2026-01-30 09:43:13.179551+00:00,24,JP,waiver,unsuccessful - player out already gone,10.0,2.0,DEF,374,Konaté (11),11,White (0),11,0,11,11,waiver - unsuccessful - player out already gone
Prem,2026-02-06 09:17:43.566802+00:00,25,JP,free agent,successful,,,DEF,408,Rúben (1),440,Dalot (12),1,12,-11,11,free agent - successful
Prem,2026-02-19 04:49:13.330867+00:00,27,LD,waiver,successful,1.0,1.0,MID,390,Gravenberch (3),266,Eze (14),3,14,-11,11,waiver - successful
Prem,2026-05-01 08:53:50.632390+00:00,35,TS,free agent,successful,,,MID,416,Bernardo (2),387,Szoboszlai (13),2,13,-11,11,free agent - successful
Prem,2025-12-25 13:31:38.007010+00:00,18,MN,waiver,successful,3.0,1.0,DEF,295,Keane (10),261,Richards (0),10,0,10,10,waiver - successful
Prem,2025-12-25 13:31:38.007062+00:00,18,MN,waiver,unsuccessful - player in already been picked up,9.0,2.0,DEF,295,Keane (10),113,Van den Berg (0),10,0,10,10,waiver - unsuccessful - player in already been picked up
Prem,2025-12-25 14:51:06.963059+00:00,18,TS,waiver,unsuccessful - player in already been picked up,5.0,1.0,DEF,295,Keane (10),682,Diakité (0),10,0,10,10,waiver - unsuccessful - player in already been picked up
Prem,2026-01-29 17:11:13.159885+00:00,24,MN,waiver,unsuccessful - player out already gone,14.0,5.0,MID,515,Gibbs-White (8),120,Schade (-2),8,-2,10,10,waiver - unsuccessful - player out already gone
Prem,2026-03-11 20:14:05.483299+00:00,30,MN,waiver,successful,8.0,4.0,DEF,74,Truffert (11),38,Konsa (1),11,1,10,10,waiver - successful
Prem,2026-04-14 12:16:38.414284+00:00,33,LD,waiver,successful,1.0,1.0,FWD,100,Kroupi.Jr (10),597,Richarlison (0),10,0,10,10,waiver - successful
Prem,2026-04-16 10:26:34.118269+00:00,33,LB,waiver,successful,6.0,1.0,DEF,74,Truffert (13),6,Saliba (3),13,3,10,10,waiver - successful
Prem,2026-04-16 21:11:44.261238+00:00,33,AN,waiver,unsuccessful - player in already been picked up,12.0,4.0,FWD,100,Kroupi.Jr (10),135,Wissa (0),10,0,10,10,waiver - unsuccessful - player in already been picked up
Prem,2026-04-28 09:26:12.901995+00:00,35,LB,waiver,successful,5.0,1.0,DEF,72,Senesi (14),475,Botman (4),14,4,10,10,waiver - successful
Prem,2026-04-29 11:09:45.824963+00:00,35,TS,waiver,unsuccessful - player in already been picked up,34.0,10.0,DEF,72,Senesi (14),568,Pedro Porro (4),14,4,10,10,waiver - unsuccessful - player in already been picked up
Prem,2026-04-29 11:09:45.825020+00:00,35,TS,waiver,unsuccessful - player in already been picked up,39.0,13.0,DEF,258,Mitchell (1),694,Mukiele (11),1,11,-10,10,waiver - unsuccessful - player in already been picked up
Prem,2026-04-29 11:09:45.825074+00:00,35,TS,waiver,successful,42.0,16.0,DEF,261,Richards (1),694,Mukiele (11),1,11,-10,10,waiver - successful
Prem,2025-08-15 15:31:22.370874+00:00,1,AN,free agent,successful,,,GKP,565,Vicario (9),399,Ederson M. (0),9,0,9,9,free agent - successful
Prem,2025-08-29 09:55:53.500347+00:00,3,LD,waiver,unsuccessful - player out already gone,23.0,7.0,MID,237,Enzo (12),19,Martinelli (3),12,3,9,9,waiver - unsuccessful - player out already gone
Prem,2025-09-12 09:09:21.983671+00:00,4,JP,waiver,successful,5.0,1.0,FWD,715,Woltemade (9),596,Solanke (0),9,0,9,9,waiver - successful
Prem,2025-11-30 21:40:12.928650+00:00,14,MN,waiver,successful,7.0,4.0,DEF,317,Andersen (0),261,Richards (9),0,9,-9,9,waiver - successful
Prem,2025-12-25 14:37:23.581205+00:00,18,LD,waiver,unsuccessful - player in already been picked up,8.0,2.0,DEF,295,Keane (10),228,Gusto (1),10,1,9,9,waiver - unsuccessful - player in already been picked up
Prem,2026-01-29 17:11:13.159847+00:00,24,MN,waiver,successful,12.0,3.0,MID,517,Anderson (7),120,Schade (-2),7,-2,9,9,waiver - successful
Prem,2026-02-06 09:15:30.367707+00:00,25,JP,free agent,successful,,,MID,26,Zubimendi (10),580,Johnson (1),10,1,9,9,free agent - successful
Prem,2026-04-02 03:37:17.166644+00:00,32,LD,waiver,successful,7.0,3.0,GKP,139,Verbruggen (9),469,Pope (0),9,0,9,9,waiver - successful
Prem,2026-04-15 14:16:07.795925+00:00,33,MN,waiver,unsuccessful - player in already been picked up,24.0,8.0,DEF,343,Struijk (10),38,Konsa (1),10,1,9,9,waiver - unsuccessful - player in already been picked up
Prem,2026-04-15 14:16:07.795980+00:00,33,MN,waiver,unsuccessful - player in already been picked up,33.0,11.0,FWD,100,Kroupi.Jr (10),337,Raúl (1),10,1,9,9,waiver - unsuccessful - player in already been picked up
Prem,2026-04-17 14:54:33.495508+00:00,33,LD,free agent,successful,,,DEF,402,Aït-Nouri (8),694,Mukiele (-1),8,-1,9,9,free agent - successful
Prem,2026-04-23 08:18:42.396444+00:00,34,LD,waiver,successful,39.0,8.0,DEF,720,Hincapie (9),72,Senesi (0),9,0,9,9,waiver - successful
Prem,2026-04-28 20:10:41.208257+00:00,35,AN,waiver,unsuccessful - player out already gone,11.0,3.0,FWD,500,Osula (9),596,Solanke (0),9,0,9,9,waiver - unsuccessful - player out already gone
Prem,2026-04-30 16:53:41.370620+00:00,35,MN,waiver,successful,10.0,4.0,DEF,148,F.Kadıoğlu (1),636,S.Bueno (10),1,10,-9,9,waiver - successful
Prem,2026-05-05 11:28:34.354766+00:00,36,LB,waiver,unsuccessful - player in already been picked up,4.0,1.0,MID,414,Foden (13),646,J.Gomes (4),13,4,9,9,waiver - unsuccessful - player in already been picked up
Prem,2026-05-22 11:50:11.400294+00:00,38,LD,waiver,successful,1.0,1.0,MID,119,Mbeumo (9),457,Casemiro (0),9,0,9,9,waiver - successful
Prem,2026-05-22 11:50:11.400371+00:00,38,LD,waiver,successful,14.0,3.0,DEF,7,Calafiori (1),568,Pedro Porro (10),1,10,-9,9,waiver - successful
Prem,2026-05-22 22:19:30.762961+00:00,38,MN,waiver,successful,2.0,1.0,FWD,215,Flemming (9),679,Šeško (0),9,0,9,9,waiver - successful
Prem,2025-09-09 08:05:53.439621+00:00,4,TS,waiver,unsuccessful - player out already gone,14.0,2.0,DEF,374,Konaté (9),505,Milenković (1),9,1,8,8,waiver - unsuccessful - player out already gone
Prem,2025-09-12 11:34:45.362103+00:00,4,LD,free agent,successful,,,MID,237,Enzo (4),414,Foden (12),4,12,-8,8,free agent - successful
Prem,2025-10-02 06:27:51.091962+00:00,7,MN,waiver,successful,2.0,1.0,MID,21,Rice (11),26,Zubimendi (3),11,3,8,8,waiver - successful
Prem,2025-10-27 08:50:18.640825+00:00,10,LB,waiver,successful,1.0,1.0,MID,452,Amad (9),427,Reijnders (1),9,1,8,8,waiver - successful
Prem,2025-10-30 22:38:39.646727+00:00,10,TS,waiver,successful,8.0,1.0,DEF,477,Livramento (0),374,Konaté (8),0,8,-8,8,waiver - successful
Prem,2025-10-31 08:13:27.233667+00:00,10,AN,waiver,unsuccessful - player out already gone,13.0,3.0,DEF,370,Frimpong (0),411,O'Reilly (8),0,8,-8,8,waiver - unsuccessful - player out already gone
Prem,2025-12-01 15:14:27.859880+00:00,14,LB,waiver,successful,1.0,1.0,DEF,508,N.Williams (8),506,Murillo (0),8,0,8,8,waiver - successful
Prem,2025-12-02 17:51:42.981926+00:00,14,JP,free agent,successful,,,DEF,720,Hincapie (8),575,Van de Ven (0),8,0,8,8,free agent - successful
Prem,2025-12-05 20:28:14.446375+00:00,15,AN,free agent,successful,,,DEF,145,De Cuyper (8),660,Mosquera (0),8,0,8,8,free agent - successful
Prem,2025-12-12 23:49:39.611508+00:00,16,JP,free agent,successful,,,DEF,11,White (1),374,Konaté (9),1,9,-8,8,free agent - successful
Prem,2025-12-19 10:03:24.901138+00:00,17,MN,waiver,unsuccessful - player in already been picked up,25.0,8.0,FWD,691,Calvert-Lewin (13),661,Gyökeres (5),13,5,8,8,waiver - unsuccessful - player in already been picked up
Prem,2025-12-29 15:28:26.422849+00:00,19,TS,waiver,unsuccessful - player out already gone,23.0,10.0,DEF,151,Van Hecke (0),293,O'Brien (8),0,8,-8,8,waiver - unsuccessful - player out already gone
Prem,2026-01-30 14:21:05.480650+00:00,24,TS,free agent,successful,,,MID,515,Gibbs-White (8),418,Doku (0),8,0,8,8,free agent - successful
Prem,2026-02-25 10:54:08.856683+00:00,28,AN,waiver,successful,2.0,1.0,FWD,178,Welbeck (9),250,Delap (1),9,1,8,8,waiver - successful
Prem,2026-03-02 17:00:04.112151+00:00,29,MN,waiver,successful,1.0,1.0,DEF,257,Lacroix (0),74,Truffert (8),0,8,-8,8,waiver - successful
Prem,2026-03-03 17:52:44.806911+00:00,29,LB,free agent,successful,,,MID,242,Dewsbury-Hall (9),452,Amad (1),9,1,8,8,free agent - successful
Prem,2026-03-11 20:14:05.483265+00:00,30,MN,waiver,unsuccessful - player out already gone,6.0,2.0,DEF,74,Truffert (11),295,Keane (3),11,3,8,8,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:35:23.721608+00:00,32,TS,waiver,unsuccessful - player in already been picked up,9.0,2.0,GKP,139,Verbruggen (9),673,Ramsdale (1),9,1,8,8,waiver - unsuccessful - player in already been picked up
Prem,2026-04-22 20:54:43.584212+00:00,34,AN,waiver,unsuccessful - player out already gone,14.0,6.0,MID,242,Dewsbury-Hall (8),160,Minteh (0),8,0,8,8,waiver - unsuccessful - player out already gone
Prem,2026-04-22 20:54:43.584321+00:00,34,AN,waiver,unsuccessful - player in already been picked up,29.0,12.0,DEF,568,Pedro Porro (8),342,Bogle (0),8,0,8,8,waiver - unsuccessful - player in already been picked up
Prem,2026-04-23 13:49:29.647403+00:00,34,TS,waiver,unsuccessful - player out already gone,16.0,5.0,MID,242,Dewsbury-Hall (8),237,Enzo (0),8,0,8,8,waiver - unsuccessful - player out already gone
Prem,2026-04-23 13:49:29.647420+00:00,34,TS,waiver,successful,17.0,6.0,DEF,568,Pedro Porro (8),224,Cucurella (0),8,0,8,8,waiver - successful
Prem,2026-04-23 13:49:29.647437+00:00,34,TS,waiver,unsuccessful - player in already been picked up,24.0,7.0,DEF,568,Pedro Porro (8),148,F.Kadıoğlu (0),8,0,8,8,waiver - unsuccessful - player in already been picked up
Prem,2026-04-23 19:15:55.570086+00:00,34,MN,free agent,successful,,,MID,242,Dewsbury-Hall (8),421,Rodrigo (0),8,0,8,8,free agent - successful
Prem,2026-04-30 19:30:05.285777+00:00,35,LB,free agent,successful,,,MID,784,Groß (2),664,Stach (10),2,10,-8,8,free agent - successful
Prem,2026-05-07 16:16:06.290841+00:00,36,LD,waiver,successful,1.0,1.0,MID,414,Foden (13),54,McGinn (5),13,5,8,8,waiver - successful
Prem,2026-05-22 11:50:11.400348+00:00,38,LD,waiver,successful,7.0,2.0,DEF,606,Mavropanos (8),407,Matheus N. (0),8,0,8,8,waiver - successful
Prem,2025-08-29 10:13:47.516856+00:00,3,LB,free agent,successful,,,MID,299,Ndiaye (7),485,Gordon (0),7,0,7,7,free agent - successful
Prem,2025-09-26 10:51:15.500738+00:00,6,LD,free agent,successful,,,MID,390,Gravenberch (8),487,Barnes (1),8,1,7,7,free agent - successful
Prem,2025-10-31 08:13:27.233644+00:00,10,AN,waiver,successful,7.0,2.0,DEF,683,Thiaw (1),411,O'Reilly (8),1,8,-7,7,waiver - successful
Prem,2025-11-07 07:02:33.396540+00:00,11,AN,waiver,unsuccessful - player out already gone,10.0,5.0,MID,487,Barnes (9),81,Kluivert (2),9,2,7,7,waiver - unsuccessful - player out already gone
Prem,2025-12-28 13:57:24.292151+00:00,19,LD,waiver,unsuccessful - player out already gone,7.0,2.0,FWD,283,Mateta (9),679,Šeško (2),9,2,7,7,waiver - unsuccessful - player out already gone
Prem,2025-12-29 15:28:26.422786+00:00,19,TS,waiver,unsuccessful - player out already gone,21.0,8.0,DEF,505,Milenković (1),293,O'Brien (8),1,8,-7,7,waiver - unsuccessful - player out already gone
Prem,2025-12-29 15:28:26.422817+00:00,19,TS,waiver,unsuccessful - player out already gone,22.0,9.0,DEF,506,Murillo (1),293,O'Brien (8),1,8,-7,7,waiver - unsuccessful - player out already gone
Prem,2025-12-29 18:16:45.353799+00:00,19,TS,free agent,successful,,,FWD,283,Mateta (9),97,Evanilson (2),9,2,7,7,free agent - successful
Prem,2026-01-22 13:36:19.498080+00:00,23,MN,waiver,successful,9.0,4.0,FWD,310,Barry (9),752,Mané (2),9,2,7,7,waiver - successful
Prem,2026-01-23 07:05:09.260693+00:00,23,TS,waiver,successful,7.0,2.0,DEF,317,Andersen (8),258,Mitchell (1),8,1,7,7,waiver - successful
Prem,2026-02-01 19:23:49.403434+00:00,25,AN,waiver,successful,4.0,1.0,MID,267,Sarr (8),160,Minteh (1),8,1,7,7,waiver - successful
Prem,2026-02-17 13:56:58.375461+00:00,27,LB,waiver,unsuccessful - player in already been picked up,11.0,2.0,MID,236,Neto (8),19,Martinelli (1),8,1,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-02-20 12:26:07.541874+00:00,27,TS,waiver,unsuccessful - player in already been picked up,7.0,1.0,MID,236,Neto (8),18,Madueke (1),8,1,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-02-27 07:27:35.993489+00:00,28,TS,free agent,successful,,,DEF,77,Hill (2),290,Branthwaite (9),2,9,-7,7,free agent - successful
Prem,2026-03-02 17:00:04.112204+00:00,29,MN,waiver,unsuccessful - player out already gone,3.0,2.0,DEF,295,Keane (1),74,Truffert (8),1,8,-7,7,waiver - unsuccessful - player out already gone
Prem,2026-04-09 16:57:03.027186+00:00,32,MN,waiver,unsuccessful - player in already been picked up,22.0,6.0,GKP,139,Verbruggen (9),67,Petrović (2),9,2,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-04-15 14:16:07.795872+00:00,33,MN,waiver,unsuccessful - player in already been picked up,18.0,5.0,DEF,74,Truffert (13),440,Dalot (6),13,6,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-04-17 14:51:28.816496+00:00,33,LD,free agent,successful,,,DEF,228,Gusto (3),568,Pedro Porro (10),3,10,-7,7,free agent - successful
Prem,2026-04-18 05:27:55.988155+00:00,33,AN,free agent,successful,,,DEF,342,Bogle (7),7,Calafiori (0),7,0,7,7,free agent - successful
Prem,2026-04-22 20:54:43.584129+00:00,34,AN,waiver,unsuccessful - player out already gone,8.0,2.0,FWD,525,Wood (7),250,Delap (0),7,0,7,7,waiver - unsuccessful - player out already gone
Prem,2026-04-23 08:18:42.396183+00:00,34,LD,waiver,successful,2.0,1.0,DEF,6,Saliba (7),228,Gusto (0),7,0,7,7,waiver - successful
Prem,2026-04-23 08:18:42.396320+00:00,34,LD,waiver,unsuccessful - player out already gone,18.0,4.0,MID,388,C.Jones (7),418,Doku (0),7,0,7,7,waiver - unsuccessful - player out already gone
Prem,2026-04-23 13:49:29.647290+00:00,34,TS,waiver,unsuccessful - player in already been picked up,4.0,1.0,DEF,6,Saliba (7),224,Cucurella (0),7,0,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-04-23 19:48:18.462479+00:00,34,TS,free agent,successful,,,DEF,442,Maguire (7),77,Hill (0),7,0,7,7,free agent - successful
Prem,2026-04-28 20:10:41.208363+00:00,35,AN,waiver,unsuccessful - player out already gone,30.0,8.0,DEF,74,Truffert (7),8,J.Timber (0),7,0,7,7,waiver - unsuccessful - player out already gone
Prem,2026-05-08 06:51:59.584823+00:00,36,TS,waiver,successful,18.0,4.0,FWD,311,Beto (8),30,Havertz (1),8,1,7,7,waiver - successful
Prem,2026-05-08 08:42:41.351558+00:00,36,MN,waiver,successful,9.0,3.0,MID,267,Sarr (8),26,Zubimendi (1),8,1,7,7,waiver - successful
Prem,2026-05-22 22:19:30.763113+00:00,38,MN,waiver,unsuccessful - player in already been picked up,23.0,7.0,DEF,606,Mavropanos (8),403,Gvardiol (1),8,1,7,7,waiver - unsuccessful - player in already been picked up
Prem,2026-05-23 13:11:08.395059+00:00,38,TS,waiver,successful,6.0,1.0,MID,452,Amad (7),553,Talbi (0),7,0,7,7,waiver - successful
Prem,2026-05-24 07:20:39.045495+00:00,38,AN,free agent,successful,,,FWD,792,Taty (8),178,Welbeck (1),8,1,7,7,free agent - successful
Prem,2025-08-14 16:50:49.777439+00:00,1,AN,waiver,successful,1.0,1.0,MID,415,Savinho (0),21,Rice (6),0,6,-6,6,waiver - successful
Prem,2025-08-15 15:47:57.389909+00:00,1,AN,free agent,successful,,,MID,417,Cherki (6),415,Savinho (0),6,0,6,6,free agent - successful
Prem,2025-08-21 15:24:17.668131+00:00,2,JP,waiver,successful,7.0,2.0,MID,669,Ndoye (7),239,Gittens (1),7,1,6,6,waiver - successful
Prem,2025-08-21 15:24:17.668150+00:00,2,JP,waiver,unsuccessful - player in already been picked up,13.0,3.0,MID,669,Ndoye (7),418,Doku (1),7,1,6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-08-21 15:24:17.668184+00:00,2,JP,waiver,successful,15.0,5.0,DEF,573,Spence (6),374,Konaté (0),6,0,6,6,waiver - successful
Prem,2025-08-21 18:06:59.259234+00:00,2,AN,waiver,successful,26.0,9.0,GKP,470,Dúbravka (6),183,Weiss (0),6,0,6,6,waiver - successful
Prem,2025-08-22 16:26:27.162656+00:00,2,MN,free agent,successful,,,GKP,67,Petrović (6),33,M.Bizot (0),6,0,6,6,free agent - successful
Prem,2025-08-22 17:29:42.284219+00:00,2,JP,free agent,successful,,,DEF,191,Estève (6),407,Matheus N. (0),6,0,6,6,free agent - successful
Prem,2025-08-28 19:42:39.834852+00:00,3,MN,waiver,successful,4.0,1.0,MID,674,J.Palhinha (1),413,Marmoush (7),1,7,-6,6,waiver - successful
Prem,2025-09-11 06:17:51.304578+00:00,4,LB,waiver,successful,4.0,1.0,DEF,260,Guéhi (6),233,Acheampong (0),6,0,6,6,waiver - successful
Prem,2025-09-11 11:26:55.138528+00:00,4,MN,waiver,unsuccessful - player in already been picked up,18.0,6.0,DEF,260,Guéhi (6),508,N.Williams (0),6,0,6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-09-11 11:26:55.138542+00:00,4,MN,waiver,successful,19.0,7.0,DEF,476,Burn (6),508,N.Williams (0),6,0,6,6,waiver - successful
Prem,2025-09-12 09:09:21.983727+00:00,4,JP,waiver,unsuccessful - player in already been picked up,12.0,2.0,GKP,728,Donnarumma (6),182,Trafford (0),6,0,6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-09-12 09:09:21.983806+00:00,4,JP,waiver,unsuccessful - player in already been picked up,22.0,6.0,MID,718,Xavi (6),238,Estêvão (0),6,0,6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-09-12 10:18:41.984775+00:00,4,LB,free agent,successful,,,DEF,258,Mitchell (6),410,Lewis (0),6,0,6,6,free agent - successful
Prem,2025-10-01 20:01:57.400528+00:00,7,TS,waiver,successful,13.0,4.0,DEF,478,Trippier (6),477,Livramento (0),6,0,6,6,waiver - successful
Prem,2025-10-24 14:48:57.883200+00:00,9,LD,free agent,successful,,,FWD,100,Kroupi.Jr (6),525,Wood (0),6,0,6,6,free agent - successful
Prem,2025-10-31 08:13:27.233587+00:00,10,AN,waiver,unsuccessful - player in already been picked up,6.0,1.0,DEF,575,Van de Ven (2),411,O'Reilly (8),2,8,-6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-11-07 07:02:33.396503+00:00,11,AN,waiver,successful,8.0,3.0,DEF,37,Digne (9),683,Thiaw (3),9,3,6,6,waiver - successful
Prem,2025-11-21 12:14:10.839873+00:00,12,MN,free agent,successful,,,DEF,261,Richards (6),476,Burn (0),6,0,6,6,free agent - successful
Prem,2025-12-05 09:25:28.369054+00:00,15,MN,waiver,unsuccessful - player in already been picked up,2.0,1.0,FWD,64,Watkins (2),597,Richarlison (8),2,8,-6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-12-09 03:30:13.727010+00:00,16,LD,waiver,successful,1.0,1.0,MID,20,Trossard (1),381,M.Salah (7),1,7,-6,6,waiver - successful
Prem,2025-12-11 20:33:50.450093+00:00,16,AN,waiver,successful,10.0,3.0,DEF,371,Kerkez (7),37,Digne (1),7,1,6,6,waiver - successful
Prem,2025-12-19 09:47:38.251753+00:00,17,LD,waiver,successful,9.0,2.0,DEF,228,Gusto (-1),74,Truffert (5),-1,5,-6,6,waiver - successful
Prem,2025-12-19 10:03:24.901080+00:00,17,MN,waiver,unsuccessful - player in already been picked up,18.0,5.0,DEF,374,Konaté (1),317,Andersen (7),1,7,-6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-12-25 14:51:06.963144+00:00,18,TS,waiver,successful,6.0,2.0,DEF,293,O'Brien (6),682,Diakité (0),6,0,6,6,waiver - successful
Prem,2025-12-29 15:28:26.422691+00:00,19,TS,waiver,unsuccessful - player in already been picked up,17.0,5.0,DEF,441,Dorgu (2),293,O'Brien (8),2,8,-6,6,waiver - unsuccessful - player in already been picked up
Prem,2025-12-29 15:28:26.422754+00:00,19,TS,waiver,unsuccessful - player out already gone,20.0,7.0,DEF,437,Martinez (2),293,O'Brien (8),2,8,-6,6,waiver - unsuccessful - player out already gone
Prem,2025-12-29 16:17:33.156396+00:00,19,MN,waiver,unsuccessful - player out already gone,9.0,2.0,DEF,107,Lewis-Potter (6),113,Van den Berg (0),6,0,6,6,waiver - unsuccessful - player out already gone
Prem,2026-01-01 11:52:36.755021+00:00,20,MN,waiver,successful,10.0,3.0,MID,120,Schade (6),266,Eze (0),6,0,6,6,waiver - successful
Prem,2026-01-04 18:57:43.359568+00:00,21,AN,waiver,successful,3.0,1.0,FWD,250,Delap (7),31,G.Jesus (1),7,1,6,6,waiver - successful
