,id,web_name,team,team_name,position,total_points,goals_scored,assists,bonus,clean_sheets,minutes
663,483,Bryan,18,TOT,MID,0,0,0,0,0,0
664,485,Devine,18,TOT,MID,0,0,0,0,0,0
665,489,Gray,18,TOT,MID,45,0,0,0,2,1750
666,490,Højbjerg,18,TOT,MID,0,0,0,0,0,0
667,491,Johnson,18,TOT,MID,137,11,6,13,2,2171
668,492,Kulusevski,18,TOT,MID,117,7,4,9,6,2386
669,493,Lo Celso,18,TOT,MID,0,0,0,0,0,0
670,494,Maddison,18,TOT,MID,133,9,8,15,6,1799
671,499,P.M.Sarr,18,TOT,MID,71,3,2,4,2,1901
672,502,Solomon,18,TOT,MID,0,0,0,0,0,0
673,503,Son,18,TOT,MID,129,7,10,12,4,2106
674,509,Werner,18,TOT,MID,34,0,3,2,1,504
675,610,Moore,18,TOT,MID,19,0,2,0,0,359
676,612,Odobert,18,TOT,MID,34,1,0,3,1,843
677,682,Olusesi,18,TOT,MID,0,0,0,0,0,0
678,690,Williams-Barnett,18,TOT,MID,0,0,0,0,0,0
679,718,Yang,18,TOT,MID,0,0,0,0,0,0
680,729,Ajayi,18,TOT,MID,0,0,0,0,0,0
681,748,Tel,18,TOT,MID,42,2,2,2,2,908
682,82,Solanke,18,TOT,FWD,108,9,5,7,4,2199
683,497,Richarlison,18,TOT,FWD,35,4,1,0,1,497
684,500,Scarlett,18,TOT,FWD,6,0,1,0,0,31
685,507,Veliz,18,TOT,FWD,0,0,0,0,0,0
686,609,Lankshear,18,TOT,FWD,3,0,0,0,0,10
687,478,A.Phillips,18,TOT,DEF,0,0,0,0,0,0
688,484,Davies,18,TOT,DEF,28,0,0,0,3,1329
689,486,Dragusin,18,TOT,DEF,24,0,0,0,2,1250
690,487,E.Royal,18,TOT,DEF,0,0,0,0,0,0
691,495,Pedro Porro,18,TOT,DEF,98,2,6,6,6,2606
692,496,Reguilón,18,TOT,DEF,2,0,0,0,0,194
693,498,Romero,18,TOT,DEF,49,1,1,3,3,1416
694,504,Spence,18,TOT,DEF,51,1,2,6,3,1790
695,505,Udogie,18,TOT,DEF,43,0,1,0,2,1923
696,506,Van de Ven,18,TOT,DEF,32,0,2,2,2,1014
697,683,Hardy,18,TOT,DEF,0,0,0,0,0,0
698,699,Dorrington,18,TOT,DEF,1,0,0,0,0,13
699,700,King,18,TOT,DEF,0,0,0,0,0,0
700,741,Cassanova,18,TOT,DEF,0,0,0,0,0,0
701,747,Danso,18,TOT,DEF,16,0,0,0,1,842
702,479,Austin,18,TOT,GKP,1,0,0,0,0,90
703,488,Forster,18,TOT,GKP,19,0,0,0,1,630
704,508,Vicario,18,TOT,GKP,66,0,0,2,4,2160
705,510,Whiteman,18,TOT,GKP,0,0,0,0,0,0
706,717,Kinsky,18,TOT,GKP,17,0,0,0,1,540
707,511,Álvarez,19,WHU,MID,40,0,1,0,3,1769
708,514,Bowen,19,WHU,MID,193,13,11,21,8,2974
709,519,Earthy,19,WHU,MID,0,0,0,0,0,0
710,525,Kudus,19,WHU,MID,106,5,4,5,7,2589
711,526,L.Guilherme,19,WHU,MID,12,0,0,0,0,139
712,527,L.Paquetá,19,WHU,MID,80,4,1,5,4,2374
713,530,Souček,19,WHU,MID,126,9,2,15,7,2563
714,531,Ward-Prowse,19,WHU,MID,51,1,2,2,5,1433
715,576,Irving,19,WHU,MID,9,0,0,0,0,161
716,587,Summerville,19,WHU,MID,33,1,1,2,2,776
717,588,G.Rodríguez,19,WHU,MID,36,0,1,0,4,1147
718,654,C.Soler,19,WHU,MID,47,1,1,2,2,1394
719,701,Orford,19,WHU,MID,2,0,0,0,0,47
720,123,Ferguson,19,WHU,FWD,27,1,0,2,1,368
721,512,Antonio,19,WHU,FWD,42,1,4,3,4,834
722,523,Ings,19,WHU,FWD,32,1,3,4,0,270
723,589,Füllkrug,19,WHU,FWD,42,3,2,3,2,783
724,388,Wan-Bissaka,19,WHU,DEF,118,2,6,15,6,3154
725,516,Coufal,19,WHU,DEF,27,0,0,1,2,1056
726,517,Cresswell,19,WHU,DEF,36,0,0,3,3,818
727,520,Emerson,19,WHU,DEF,76,2,1,4,5,2108
728,524,Kilman,19,WHU,DEF,82,0,1,5,6,3348
729,528,Mavropanos,19,WHU,DEF,45,0,0,4,2,2035
730,529,N.Aguerd,19,WHU,DEF,0,0,0,0,0,0
731,532,Zouma,19,WHU,DEF,0,0,0,0,0,0
732,591,Todibo,19,WHU,DEF,54,0,0,1,5,1824
733,642,Casey,19,WHU,DEF,1,0,0,0,0,1
734,678,Scarles,19,WHU,DEF,29,0,0,2,2,659
735,687,Mayers,19,WHU,DEF,0,0,0,0,0,0
736,513,Areola,19,WHU,GKP,69,0,0,1,4,2259
737,521,Fabianski,19,WHU,GKP,39,0,0,2,2,1160
738,522,Foderingham,19,WHU,GKP,0,0,0,0,0,0
739,534,B.Traore,20,WOL,MID,1,0,0,0,0,1
740,535,Bellegarde,20,WOL,MID,90,2,7,5,6,1666
741,537,Chiquinho,20,WOL,MID,1,0,0,0,0,6
742,538,Chirewa,20,WOL,MID,0,0,0,0,0,0
743,540,Cundle,20,WOL,MID,0,0,0,0,0,0
744,544,Doyle,20,WOL,MID,28,0,1,0,0,474
745,547,Gonzalez,20,WOL,MID,0,0,0,0,0,0
746,548,Guedes,20,WOL,MID,62,2,4,2,3,979
747,550,Hee Chan,20,WOL,MID,37,2,1,0,0,646
748,551,Hodge,20,WOL,MID,0,0,0,0,0,0
749,553,J.Gomes,20,WOL,MID,87,3,1,7,6,2975
750,557,Mario Jr.,20,WOL,MID,47,1,3,5,1,1363
751,562,Podence,20,WOL,MID,2,0,0,0,0,46
752,563,R.Gomes,20,WOL,MID,42,2,0,0,1,794
753,565,Sarabia,20,WOL,MID,50,3,2,3,1,800
754,643,André,20,WOL,MID,61,0,0,1,7,2472
755,655,Forbs,20,WOL,MID,9,0,0,0,0,236
756,684,Edozie,20,WOL,MID,0,0,0,0,0,0
757,750,Munetsi,20,WOL,MID,50,2,2,4,5,1077
758,539,Chiwome,20,WOL,FWD,0,0,0,0,0,0
759,541,Cunha,20,WOL,FWD,178,15,7,41,7,2596
760,545,Fábio Silva,20,WOL,FWD,0,0,0,0,0,0
761,546,Fraser,20,WOL,FWD,0,0,0,0,0,0
762,555,Kalajdžić,20,WOL,FWD,0,0,0,0,0,0
763,566,Strand Larsen,20,WOL,FWD,145,14,4,17,7,2587
764,764,Mané,20,WOL,FWD,1,0,0,0,0,1
765,533,Aït-Nouri,20,WOL,DEF,125,4,7,13,7,3112
766,542,Dawson,20,WOL,DEF,17,0,1,1,1,969
767,543,Doherty,20,WOL,DEF,75,2,1,4,6,2105
768,549,H.Bueno,20,WOL,DEF,0,0,0,0,0,0
769,552,Hoever,20,WOL,DEF,0,0,0,0,0,0
770,558,Mosquera,20,WOL,DEF,3,0,0,0,0,441
771,559,N.Semedo,20,WOL,DEF,84,0,4,0,8,2889
772,561,Pedro Lima,20,WOL,DEF,2,0,0,0,0,69
773,564,S.Bueno,20,WOL,DEF,52,0,0,2,5,1678
774,567,Toti,20,WOL,DEF,79,0,1,8,8,2613
775,637,Meupiyou,20,WOL,DEF,0,0,0,0,0,0
776,664,Pond,20,WOL,DEF,1,0,0,0,0,1
777,711,Okoduwa,20,WOL,DEF,0,0,0,0,0,0
778,720,Agbadou,20,WOL,DEF,45,1,0,1,4,1410
779,749,Djiga,20,WOL,DEF,4,0,0,0,0,65
780,204,Johnstone,20,WOL,GKP,12,0,0,0,0,630
781,536,Bentley,20,WOL,GKP,9,0,0,1,1,180
782,554,José Sá,20,WOL,GKP,93,0,0,4,7,2610
783,556,King,20,WOL,GKP,1,0,0,0,0,1
