,id,total_points,gameweek,total_points_scored_after_gameweek
11340,650,0,17,74
12041,650,6,18,74
12746,650,2,19,68
13455,650,2,20,66
14166,650,8,21,64
14890,650,7,22,56
15619,650,0,23,49
16354,650,10,24,49
17097,650,1,25,39
17856,650,9,26,38
18619,650,2,27,29
19383,650,6,28,27
20152,650,0,29,21
20921,650,2,30,21
21692,650,2,31,19
22464,650,-1,32,17
23242,650,7,33,18
24021,650,0,34,11
24801,650,2,35,11
25582,650,6,36,9
26363,650,1,37,3
27144,650,2,38,2
2541,651,1,4,39
3200,651,2,5,38
3861,651,2,6,36
4525,651,1,7,34
5191,651,1,8,33
5858,651,1,9,32
6528,651,2,10,31
7202,651,3,11,29
7880,651,1,12,26
8564,651,1,13,25
9254,651,7,14,24
9947,651,0,15,17
10640,651,3,16,17
11341,651,3,17,14
12042,651,1,18,11
12747,651,2,19,10
13456,651,1,20,8
14167,651,2,21,7
14891,651,2,22,5
15620,651,3,23,3
16355,651,0,24,0
17098,651,0,25,0
17857,651,0,26,0
18620,651,0,27,0
19384,651,0,28,0
20153,651,0,29,0
20922,651,0,30,0
21693,651,0,31,0
22465,651,0,32,0
23243,651,0,33,0
24022,651,0,34,0
24802,651,0,35,0
25583,651,0,36,0
26364,651,0,37,0
27145,651,0,38,0
2542,652,1,4,49
3201,652,1,5,48
3862,652,1,6,47
4526,652,0,7,46
5192,652,1,8,46
5859,652,0,9,45
6529,652,1,10,45
7203,652,3,11,44
7881,652,1,12,41
8565,652,1,13,40
9255,652,1,14,39
9948,652,2,15,38
10641,652,2,16,36
11342,652,0,17,34
12043,652,1,18,34
12748,652,0,19,33
13457,652,2,20,33
14168,652,-1,21,31
14892,652,1,22,32
15621,652,2,23,31
16356,652,1,24,29
17099,652,0,25,28
17858,652,8,26,28
18621,652,2,27,20
19385,652,0,28,18
20154,652,3,29,18
20923,652,1,30,15
21694,652,3,31,14
22466,652,1,32,11
23244,652,1,33,10
24023,652,4,34,9
24803,652,4,35,5
25584,652,1,36,1
26365,652,0,37,0
27146,652,0,38,0
2543,653,1,4,36
3202,653,1,5,35
3863,653,0,6,34
4527,653,1,7,34
5193,653,1,8,33
5860,653,1,9,32
6530,653,0,10,31
7204,653,0,11,31
7882,653,0,12,31
8566,653,1,13,31
9256,653,1,14,30
9949,653,1,15,29
10642,653,1,16,28
11343,653,6,17,27
12044,653,1,18,21
12749,653,8,19,20
13458,653,1,20,12
14169,653,1,21,11
14893,653,1,22,10
15622,653,-1,23,9
16357,653,6,24,10
17100,653,1,25,4
17859,653,0,26,3
18622,653,0,27,3
19386,653,1,28,3
20155,653,0,29,2
20924,653,1,30,2
21695,653,0,31,1
22467,653,0,32,1
23245,653,1,33,1
24024,653,0,34,0
24804,653,0,35,0
25585,653,0,36,0
26366,653,0,37,0
27147,653,0,38,0
2544,654,0,4,47
3203,654,0,5,47
3864,654,1,6,47
4528,654,1,7,46
5194,654,0,8,45
5861,654,1,9,45
6531,654,1,10,44
7205,654,1,11,43
7883,654,3,12,42
8567,654,5,13,39
9257,654,2,14,34
9950,654,2,15,32
10643,654,0,16,30
11344,654,0,17,30
12045,654,1,18,30
12750,654,2,19,29
13459,654,0,20,27
14170,654,9,21,27
14894,654,1,22,18
15623,654,2,23,17
16358,654,2,24,15
17101,654,1,25,13
17860,654,1,26,12
18623,654,1,27,11
19387,654,1,28,10
20156,654,1,29,9
20925,654,1,30,8
21696,654,1,31,7
22468,654,2,32,6
23246,654,2,33,4
24025,654,0,34,2
24805,654,1,35,2
25586,654,1,36,1
26367,654,0,37,0
27148,654,0,38,0
2545,655,1,4,9
3204,655,0,5,8
3865,655,0,6,8
4529,655,1,7,8
5195,655,1,8,7
5862,655,1,9,6
6532,655,0,10,5
7206,655,0,11,5
7884,655,0,12,5
8568,655,1,13,5
9258,655,0,14,4
9951,655,0,15,4
10644,655,0,16,4
11345,655,1,17,4
12046,655,0,18,3
12751,655,1,19,3
13460,655,1,20,2
14171,655,0,21,1
14895,655,0,22,1
15624,655,0,23,1
16359,655,0,24,1
17102,655,0,25,1
17861,655,0,26,1
18624,655,0,27,1
19388,655,0,28,1
20157,655,0,29,1
20926,655,0,30,1
21697,655,0,31,1
22469,655,0,32,1
23247,655,0,33,1
24026,655,1,34,1
24806,655,0,35,0
25587,655,0,36,0
26368,655,0,37,0
27149,655,0,38,0
2546,656,0,4,0
3205,656,0,5,0
3866,656,0,6,0
4530,656,0,7,0
5196,656,0,8,0
5863,656,0,9,0
6533,656,0,10,0
7207,656,0,11,0
7885,656,0,12,0
8569,656,0,13,0
9259,656,0,14,0
9952,656,0,15,0
10645,656,0,16,0
11346,656,0,17,0
12047,656,0,18,0
12752,656,0,19,0
13461,656,0,20,0
14172,656,0,21,0
14896,656,0,22,0
15625,656,0,23,0
16360,656,0,24,0
17103,656,0,25,0
17862,656,0,26,0
18625,656,0,27,0
19389,656,0,28,0
20158,656,0,29,0
20927,656,0,30,0
21698,656,0,31,0
22470,656,0,32,0
23248,656,0,33,0
24027,656,0,34,0
24807,656,0,35,0
25588,656,0,36,0
26369,656,0,37,0
27150,656,0,38,0
2547,657,0,4,0
3206,657,0,5,0
3867,657,0,6,0
4531,657,0,7,0
5197,657,0,8,0
5864,657,0,9,0
6534,657,0,10,0
7208,657,0,11,0
7886,657,0,12,0
8570,657,0,13,0
9260,657,0,14,0
9953,657,0,15,0
10646,657,0,16,0
11347,657,0,17,0
12048,657,0,18,0
12753,657,0,19,0
13462,657,0,20,0
14173,657,0,21,0
14897,657,0,22,0
15626,657,0,23,0
16361,657,0,24,0
17104,657,0,25,0
17863,657,0,26,0
18626,657,0,27,0
19390,657,0,28,0
20159,657,0,29,0
20928,657,0,30,0
21699,657,0,31,0
22471,657,0,32,0
23249,657,0,33,0
24028,657,0,34,0
24808,657,0,35,0
25589,657,0,36,0
26370,657,0,37,0
27151,657,0,38,0
2548,658,0,4,10
3207,658,0,5,10
3868,658,0,6,10
4532,658,0,7,10
5198,658,0,8,10
5865,658,0,9,10
6535,658,0,10,10
7209,658,0,11,10
7887,658,0,12,10
8571,658,0,13,10
9261,658,0,14,10
9954,658,0,15,10
10647,658,0,16,10
11348,658,0,17,10
12049,658,0,18,10
12754,658,0,19,10
13463,658,0,20,10
14174,658,0,21,10
14898,658,0,22,10
15627,658,0,23,10
16362,658,0,24,10
17105,658,0,25,10
17864,658,0,26,10
18627,658,0,27,10
19391,658,1,28,10
20160,658,1,29,9
20929,658,0,30,8
21700,658,0,31,8
22472,658,0,32,8
23250,658,0,33,8
24029,658,0,34,8
24809,658,0,35,8
25590,658,0,36,8
26371,658,0,37,8
27152,658,8,38,8
2549,659,0,4,0
3208,659,0,5,0
3869,659,0,6,0
4533,659,0,7,0
5199,659,0,8,0
5866,659,0,9,0
6536,659,0,10,0
7210,659,0,11,0
7888,659,0,12,0
8572,659,0,13,0
9262,659,0,14,0
9955,659,0,15,0
10648,659,0,16,0
11349,659,0,17,0
12050,659,0,18,0
12755,659,0,19,0
13464,659,0,20,0
14175,659,0,21,0
14899,659,0,22,0
15628,659,0,23,0
16363,659,0,24,0
17106,659,0,25,0
17865,659,0,26,0
18628,659,0,27,0
19392,659,0,28,0
20161,659,0,29,0
20930,659,0,30,0
21701,659,0,31,0
22473,659,0,32,0
23251,659,0,33,0
24030,659,0,34,0
24810,659,0,35,0
25591,659,0,36,0
26372,659,0,37,0
27153,659,0,38,0
3209,660,0,5,0
3870,660,0,6,0
4534,660,0,7,0
5200,660,0,8,0
5867,660,0,9,0
6537,660,0,10,0
7211,660,0,11,0
7889,660,0,12,0
8573,660,0,13,0
9263,660,0,14,0
9956,660,0,15,0
10649,660,0,16,0
11350,660,0,17,0
12051,660,0,18,0
12756,660,0,19,0
13465,660,0,20,0
14176,660,0,21,0
14900,660,0,22,0
15629,660,0,23,0
16364,660,0,24,0
17107,660,0,25,0
17866,660,0,26,0
18629,660,0,27,0
19393,660,0,28,0
20162,660,0,29,0
20931,660,0,30,0
21702,660,0,31,0
22474,660,0,32,0
23252,660,0,33,0
24031,660,0,34,0
24811,660,0,35,0
25592,660,0,36,0
26373,660,0,37,0
27154,660,0,38,0
3210,661,0,5,1
3871,661,0,6,1
4535,661,1,7,1
5201,661,0,8,0
5868,661,0,9,0
6538,661,0,10,0
7212,661,0,11,0
7890,661,0,12,0
8574,661,0,13,0
9264,661,0,14,0
9957,661,0,15,0
10650,661,0,16,0
11351,661,0,17,0
12052,661,0,18,0
12757,661,0,19,0
13466,661,0,20,0
14177,661,0,21,0
14901,661,0,22,0
15630,661,0,23,0
16365,661,0,24,0
17108,661,0,25,0
17867,661,0,26,0
18630,661,0,27,0
19394,661,0,28,0
20163,661,0,29,0
20932,661,0,30,0
21703,661,0,31,0
22475,661,0,32,0
23253,661,0,33,0
24032,661,0,34,0
24812,661,0,35,0
25593,661,0,36,0
26374,661,0,37,0
27155,661,0,38,0
3872,662,0,6,0
4536,662,0,7,0
5202,662,0,8,0
5869,662,0,9,0
6539,662,0,10,0
7213,662,0,11,0
7891,662,0,12,0
8575,662,0,13,0
9265,662,0,14,0
9958,662,0,15,0
10651,662,0,16,0
11352,662,0,17,0
12053,662,0,18,0
12758,662,0,19,0
13467,662,0,20,0
14178,662,0,21,0
14902,662,0,22,0
15631,662,0,23,0
16366,662,0,24,0
17109,662,0,25,0
17868,662,0,26,0
18631,662,0,27,0
19395,662,0,28,0
20164,662,0,29,0
20933,662,0,30,0
21704,662,0,31,0
22476,662,0,32,0
23254,662,0,33,0
24033,662,0,34,0
24813,662,0,35,0
25594,662,0,36,0
26375,662,0,37,0
27156,662,0,38,0
3873,663,0,6,0
4537,663,0,7,0
5203,663,0,8,0
5870,663,0,9,0
6540,663,0,10,0
7214,663,0,11,0
7892,663,0,12,0
8576,663,0,13,0
9266,663,0,14,0
9959,663,0,15,0
10652,663,0,16,0
11353,663,0,17,0
12054,663,0,18,0
12759,663,0,19,0
13468,663,0,20,0
14179,663,0,21,0
14903,663,0,22,0
15632,663,0,23,0
16367,663,0,24,0
17110,663,0,25,0
17869,663,0,26,0
18632,663,0,27,0
19396,663,0,28,0
20165,663,0,29,0
20934,663,0,30,0
21705,663,0,31,0
22477,663,0,32,0
23255,663,0,33,0
24034,663,0,34,0
24814,663,0,35,0
25595,663,0,36,0
26376,663,0,37,0
27157,663,0,38,0
3874,664,0,6,1
4538,664,0,7,1
5204,664,0,8,1
5871,664,0,9,1
6541,664,0,10,1
7215,664,0,11,1
7893,664,1,12,1
8577,664,0,13,0
9267,664,0,14,0
9960,664,0,15,0
10653,664,0,16,0
11354,664,0,17,0
12055,664,0,18,0
12760,664,0,19,0
13469,664,0,20,0
14180,664,0,21,0
14904,664,0,22,0
15633,664,0,23,0
16368,664,0,24,0
17111,664,0,25,0
17870,664,0,26,0
18633,664,0,27,0
19397,664,0,28,0
20166,664,0,29,0
20935,664,0,30,0
21706,664,0,31,0
22478,664,0,32,0
23256,664,0,33,0
24035,664,0,34,0
24815,664,0,35,0
25596,664,0,36,0
26377,664,0,37,0
27158,664,0,38,0
4539,665,0,7,1
5205,665,0,8,1
5872,665,0,9,1
6542,665,0,10,1
7216,665,0,11,1
7894,665,0,12,1
8578,665,0,13,1
9268,665,0,14,1
9961,665,0,15,1
10654,665,0,16,1
11355,665,0,17,1
12056,665,0,18,1
12761,665,0,19,1
13470,665,0,20,1
14181,665,0,21,1
14905,665,0,22,1
15634,665,0,23,1
16369,665,0,24,1
17112,665,0,25,1
17871,665,0,26,1
18634,665,0,27,1
19398,665,0,28,1
20167,665,0,29,1
20936,665,0,30,1
21707,665,0,31,1
22479,665,0,32,1
23257,665,1,33,1
24036,665,0,34,0
24816,665,0,35,0
25597,665,0,36,0
26378,665,0,37,0
27159,665,0,38,0
4540,666,0,7,2
5206,666,0,8,2
5873,666,0,9,2
6543,666,0,10,2
7217,666,1,11,2
7895,666,0,12,1
8579,666,0,13,1
9269,666,0,14,1
9962,666,0,15,1
10655,666,0,16,1
11356,666,1,17,1
12057,666,0,18,0
12762,666,0,19,0
13471,666,0,20,0
14182,666,0,21,0
14906,666,0,22,0
15635,666,0,23,0
16370,666,0,24,0
17113,666,0,25,0
17872,666,0,26,0
18635,666,0,27,0
19399,666,0,28,0
20168,666,0,29,0
20937,666,0,30,0
21708,666,0,31,0
22480,666,0,32,0
23258,666,0,33,0
24037,666,0,34,0
24817,666,0,35,0
25598,666,0,36,0
26379,666,0,37,0
27160,666,0,38,0
5207,667,0,8,0
5874,667,0,9,0
6544,667,0,10,0
7218,667,0,11,0
7896,667,0,12,0
8580,667,0,13,0
9270,667,0,14,0
9963,667,0,15,0
10656,667,0,16,0
11357,667,0,17,0
12058,667,0,18,0
12763,667,0,19,0
13472,667,0,20,0
14183,667,0,21,0
14907,667,0,22,0
15636,667,0,23,0
16371,667,0,24,0
17114,667,0,25,0
17873,667,0,26,0
18636,667,0,27,0
19400,667,0,28,0
20169,667,0,29,0
20938,667,0,30,0
21709,667,0,31,0
22481,667,0,32,0
23259,667,0,33,0
24038,667,0,34,0
24818,667,0,35,0
25599,667,0,36,0
26380,667,0,37,0
27161,667,0,38,0
5875,668,0,9,0
6545,668,0,10,0
7219,668,0,11,0
7897,668,0,12,0
8581,668,0,13,0
9271,668,0,14,0
9964,668,0,15,0
10657,668,0,16,0
11358,668,0,17,0
12059,668,0,18,0
12764,668,0,19,0
13473,668,0,20,0
14184,668,0,21,0
14908,668,0,22,0
15637,668,0,23,0
16372,668,0,24,0
17115,668,0,25,0
17874,668,0,26,0
18637,668,0,27,0
19401,668,0,28,0
20170,668,0,29,0
20939,668,0,30,0
21710,668,0,31,0
22482,668,0,32,0
23260,668,0,33,0
24039,668,0,34,0
24819,668,0,35,0
25600,668,0,36,0
26381,668,0,37,0
27162,668,0,38,0
5876,669,0,9,0
6546,669,0,10,0
7220,669,0,11,0
7898,669,0,12,0
8582,669,0,13,0
9272,669,0,14,0
9965,669,0,15,0
10658,669,0,16,0
11359,669,0,17,0
12060,669,0,18,0
12765,669,0,19,0
13474,669,0,20,0
14185,669,0,21,0
14909,669,0,22,0
15638,669,0,23,0
16373,669,0,24,0
17116,669,0,25,0
17875,669,0,26,0
18638,669,0,27,0
19402,669,0,28,0
20171,669,0,29,0
20940,669,0,30,0
21711,669,0,31,0
22483,669,0,32,0
23261,669,0,33,0
24040,669,0,34,0
24820,669,0,35,0
25601,669,0,36,0
26382,669,0,37,0
27163,669,0,38,0
5877,670,0,9,4
6547,670,0,10,4
7221,670,0,11,4
7899,670,0,12,4
8583,670,0,13,4
9273,670,0,14,4
9966,670,0,15,4
10659,670,0,16,4
11360,670,0,17,4
12061,670,0,18,4
12766,670,0,19,4
13475,670,0,20,4
14186,670,0,21,4
14910,670,0,22,4
15639,670,0,23,4
16374,670,0,24,4
17117,670,0,25,4
17876,670,0,26,4
18639,670,0,27,4
19403,670,0,28,4
20172,670,1,29,4
20941,670,0,30,3
21712,670,0,31,3
22484,670,0,32,3
23262,670,2,33,3
24041,670,0,34,1
24821,670,0,35,1
25602,670,1,36,1
26383,670,0,37,0
27164,670,0,38,0
6548,671,0,10,0
7222,671,0,11,0
7900,671,0,12,0
8584,671,0,13,0
9274,671,0,14,0
9967,671,0,15,0
10660,671,0,16,0
11361,671,0,17,0
12062,671,0,18,0
12767,671,0,19,0
13476,671,0,20,0
14187,671,0,21,0
14911,671,0,22,0
15640,671,0,23,0
16375,671,0,24,0
17118,671,0,25,0
17877,671,0,26,0
18640,671,0,27,0
19404,671,0,28,0
20173,671,0,29,0
20942,671,0,30,0
21713,671,0,31,0
22485,671,0,32,0
23263,671,0,33,0
24042,671,0,34,0
24822,671,0,35,0
25603,671,0,36,0
26384,671,0,37,0
27165,671,0,38,0
6549,672,0,10,1
7223,672,0,11,1
7901,672,0,12,1
8585,672,0,13,1
9275,672,0,14,1
9968,672,0,15,1
10661,672,0,16,1
11362,672,0,17,1
12063,672,1,18,1
12768,672,0,19,0
13477,672,0,20,0
14188,672,0,21,0
14912,672,0,22,0
15641,672,0,23,0
16376,672,0,24,0
17119,672,0,25,0
17878,672,0,26,0
18641,672,0,27,0
19405,672,0,28,0
20174,672,0,29,0
20943,672,0,30,0
21714,672,0,31,0
22486,672,0,32,0
23264,672,0,33,0
24043,672,0,34,0
24823,672,0,35,0
25604,672,0,36,0
26385,672,0,37,0
27166,672,0,38,0
6550,673,0,10,0
7224,673,0,11,0
7902,673,0,12,0
8586,673,0,13,0
9276,673,0,14,0
9969,673,0,15,0
10662,673,0,16,0
11363,673,0,17,0
12064,673,0,18,0
12769,673,0,19,0
13478,673,0,20,0
14189,673,0,21,0
14913,673,0,22,0
15642,673,0,23,0
16377,673,0,24,0
17120,673,0,25,0
17879,673,0,26,0
18642,673,0,27,0
19406,673,0,28,0
20175,673,0,29,0
20944,673,0,30,0
21715,673,0,31,0
22487,673,0,32,0
23265,673,0,33,0
24044,673,0,34,0
24824,673,0,35,0
25605,673,0,36,0
26386,673,0,37,0
27167,673,0,38,0
6551,674,0,10,8
7225,674,0,11,8
7903,674,0,12,8
8587,674,0,13,8
9277,674,1,14,8
9970,674,1,15,7
10663,674,0,16,6
11364,674,1,17,6
12065,674,0,18,5
12770,674,1,19,5
13479,674,1,20,4
14190,674,0,21,3
14914,674,0,22,3
15643,674,0,23,3
16378,674,0,24,3
17121,674,0,25,3
17880,674,1,26,3
18643,674,1,27,2
19407,674,0,28,1
20176,674,0,29,1
20945,674,1,30,1
21716,674,0,31,0
22488,674,0,32,0
23266,674,0,33,0
24045,674,0,34,0
24825,674,0,35,0
25606,674,0,36,0
26387,674,0,37,0
27168,674,0,38,0
7226,675,0,11,0
7904,675,0,12,0
8588,675,0,13,0
9278,675,0,14,0
9971,675,0,15,0
10664,675,0,16,0
11365,675,0,17,0
12066,675,0,18,0
12771,675,0,19,0
13480,675,0,20,0
14191,675,0,21,0
14915,675,0,22,0
15644,675,0,23,0
16379,675,0,24,0
17122,675,0,25,0
17881,675,0,26,0
18644,675,0,27,0
19408,675,0,28,0
20177,675,0,29,0
20946,675,0,30,0
21717,675,0,31,0
22489,675,0,32,0
23267,675,0,33,0
24046,675,0,34,0
24826,675,0,35,0
25607,675,0,36,0
26388,675,0,37,0
27169,675,0,38,0
7227,676,0,11,0
7905,676,0,12,0
8589,676,0,13,0
9279,676,0,14,0
9972,676,0,15,0
10665,676,0,16,0
11366,676,0,17,0
12067,676,0,18,0
12772,676,0,19,0
13481,676,0,20,0
14192,676,0,21,0
14916,676,0,22,0
15645,676,0,23,0
16380,676,0,24,0
17123,676,0,25,0
17882,676,0,26,0
18645,676,0,27,0
19409,676,0,28,0
20178,676,0,29,0
20947,676,0,30,0
21718,676,0,31,0
22490,676,0,32,0
23268,676,0,33,0
24047,676,0,34,0
24827,676,0,35,0
25608,676,0,36,0
26389,676,0,37,0
27170,676,0,38,0
7228,677,0,11,0
7906,677,0,12,0
8590,677,0,13,0
9280,677,0,14,0
9973,677,0,15,0
10666,677,0,16,0
11367,677,0,17,0
12068,677,0,18,0
12773,677,0,19,0
13482,677,0,20,0
14193,677,0,21,0
14917,677,0,22,0
15646,677,0,23,0
16381,677,0,24,0
17124,677,0,25,0
17883,677,0,26,0
18646,677,0,27,0
19410,677,0,28,0
20179,677,0,29,0
20948,677,0,30,0
21719,677,0,31,0
22491,677,0,32,0
23269,677,0,33,0
24048,677,0,34,0
24828,677,0,35,0
25609,677,0,36,0
26390,677,0,37,0
27171,677,0,38,0
7229,678,0,11,29
7907,678,0,12,29
8591,678,0,13,29
9281,678,0,14,29
9974,678,0,15,29
10667,678,1,16,29
11368,678,1,17,28
12069,678,0,18,27
12774,678,0,19,27
13483,678,0,20,27
14194,678,1,21,27
14918,678,1,22,26
15647,678,1,23,25
16382,678,1,24,24
17125,678,1,25,23
17884,678,7,26,22
18647,678,6,27,15
19411,678,2,28,9
20180,678,0,29,7
20949,678,2,30,7
21720,678,1,31,5
22492,678,1,32,4
23270,678,1,33,3
24049,678,0,34,2
24829,678,0,35,2
25610,678,0,36,2
26391,678,0,37,2
27172,678,2,38,2
7908,679,0,12,0
8592,679,0,13,0
9282,679,0,14,0
9975,679,0,15,0
10668,679,0,16,0
11369,679,0,17,0
12070,679,0,18,0
12775,679,0,19,0
13484,679,0,20,0
14195,679,0,21,0
14919,679,0,22,0
15648,679,0,23,0
16383,679,0,24,0
17126,679,0,25,0
17885,679,0,26,0
18648,679,0,27,0
19412,679,0,28,0
20181,679,0,29,0
20950,679,0,30,0
21721,679,0,31,0
22493,679,0,32,0
23271,679,0,33,0
24050,679,0,34,0
24830,679,0,35,0
25611,679,0,36,0
26392,679,0,37,0
27173,679,0,38,0
7909,680,0,12,0
8593,680,0,13,0
9283,680,0,14,0
9976,680,0,15,0
10669,680,0,16,0
11370,680,0,17,0
12071,680,0,18,0
12776,680,0,19,0
13485,680,0,20,0
14196,680,0,21,0
14920,680,0,22,0
15649,680,0,23,0
16384,680,0,24,0
17127,680,0,25,0
17886,680,0,26,0
18649,680,0,27,0
19413,680,0,28,0
20182,680,0,29,0
20951,680,0,30,0
21722,680,0,31,0
22494,680,0,32,0
23272,680,0,33,0
24051,680,0,34,0
24831,680,0,35,0
25612,680,0,36,0
26393,680,0,37,0
27174,680,0,38,0
7910,681,0,12,0
8594,681,0,13,0
9284,681,0,14,0
9977,681,0,15,0
10670,681,0,16,0
11371,681,0,17,0
12072,681,0,18,0
12777,681,0,19,0
13486,681,0,20,0
14197,681,0,21,0
14921,681,0,22,0
15650,681,0,23,0
16385,681,0,24,0
17128,681,0,25,0
17887,681,0,26,0
18650,681,0,27,0
19414,681,0,28,0
20183,681,0,29,0
20952,681,0,30,0
21723,681,0,31,0
22495,681,0,32,0
23273,681,0,33,0
24052,681,0,34,0
24832,681,0,35,0
25613,681,0,36,0
26394,681,0,37,0
27175,681,0,38,0
7911,682,0,12,0
8595,682,0,13,0
9285,682,0,14,0
9978,682,0,15,0
10671,682,0,16,0
11372,682,0,17,0
12073,682,0,18,0
12778,682,0,19,0
13487,682,0,20,0
14198,682,0,21,0
14922,682,0,22,0
15651,682,0,23,0
16386,682,0,24,0
17129,682,0,25,0
17888,682,0,26,0
18651,682,0,27,0
19415,682,0,28,0
20184,682,0,29,0
20953,682,0,30,0
21724,682,0,31,0
22496,682,0,32,0
23274,682,0,33,0
24053,682,0,34,0
24833,682,0,35,0
25614,682,0,36,0
26395,682,0,37,0
27176,682,0,38,0
7912,683,0,12,0
8596,683,0,13,0
9286,683,0,14,0
9979,683,0,15,0
10672,683,0,16,0
11373,683,0,17,0
12074,683,0,18,0
12779,683,0,19,0
13488,683,0,20,0
14199,683,0,21,0
14923,683,0,22,0
15652,683,0,23,0
16387,683,0,24,0
17130,683,0,25,0
17889,683,0,26,0
18652,683,0,27,0
19416,683,0,28,0
20185,683,0,29,0
20954,683,0,30,0
21725,683,0,31,0
22497,683,0,32,0
23275,683,0,33,0
24054,683,0,34,0
24834,683,0,35,0
25615,683,0,36,0
26396,683,0,37,0
27177,683,0,38,0
7913,684,0,12,0
8597,684,0,13,0
9287,684,0,14,0
9980,684,0,15,0
10673,684,0,16,0
11374,684,0,17,0
12075,684,0,18,0
12780,684,0,19,0
13489,684,0,20,0
14200,684,0,21,0
14924,684,0,22,0
15653,684,0,23,0
16388,684,0,24,0
17131,684,0,25,0
17890,684,0,26,0
18653,684,0,27,0
19417,684,0,28,0
20186,684,0,29,0
20955,684,0,30,0
21726,684,0,31,0
22498,684,0,32,0
23276,684,0,33,0
24055,684,0,34,0
24835,684,0,35,0
25616,684,0,36,0
26397,684,0,37,0
27178,684,0,38,0
8598,685,0,13,0
9288,685,0,14,0
9981,685,0,15,0
10674,685,0,16,0
11375,685,0,17,0
12076,685,0,18,0
12781,685,0,19,0
13490,685,0,20,0
14201,685,0,21,0
14925,685,0,22,0
15654,685,0,23,0
16389,685,0,24,0
17132,685,0,25,0
17891,685,0,26,0
18654,685,0,27,0
19418,685,0,28,0
20187,685,0,29,0
20956,685,0,30,0
21727,685,0,31,0
22499,685,0,32,0
23277,685,0,33,0
24056,685,0,34,0
24836,685,0,35,0
25617,685,0,36,0
26398,685,0,37,0
27179,685,0,38,0
8599,686,0,13,4
9289,686,0,14,4
9982,686,0,15,4
10675,686,0,16,4
11376,686,0,17,4
12077,686,0,18,4
12782,686,1,19,4
13491,686,0,20,3
14202,686,0,21,3
14926,686,1,22,3
15655,686,0,23,2
16390,686,0,24,2
17133,686,0,25,2
17892,686,0,26,2
18655,686,0,27,2
19419,686,0,28,2
20188,686,0,29,2
20957,686,0,30,2
21728,686,1,31,2
22500,686,0,32,1
23278,686,0,33,1
24057,686,0,34,1
24837,686,0,35,1
25618,686,0,36,1
26399,686,0,37,1
27180,686,1,38,1
8600,687,0,13,0
9290,687,0,14,0
9983,687,0,15,0
10676,687,0,16,0
11377,687,0,17,0
12078,687,0,18,0
12783,687,0,19,0
13492,687,0,20,0
14203,687,0,21,0
14927,687,0,22,0
15656,687,0,23,0
16391,687,0,24,0
17134,687,0,25,0
17893,687,0,26,0
18656,687,0,27,0
19420,687,0,28,0
20189,687,0,29,0
20958,687,0,30,0
21729,687,0,31,0
22501,687,0,32,0
23279,687,0,33,0
24058,687,0,34,0
24838,687,0,35,0
25619,687,0,36,0
26400,687,0,37,0
27181,687,0,38,0
8601,688,0,13,0
9291,688,0,14,0
9984,688,0,15,0
10677,688,0,16,0
11378,688,0,17,0
12079,688,0,18,0
12784,688,0,19,0
13493,688,0,20,0
14204,688,0,21,0
14928,688,0,22,0
15657,688,0,23,0
16392,688,0,24,0
17135,688,0,25,0
17894,688,0,26,0
18657,688,0,27,0
19421,688,0,28,0
20190,688,0,29,0
20959,688,0,30,0
21730,688,0,31,0
22502,688,0,32,0
23280,688,0,33,0
24059,688,0,34,0
24839,688,0,35,0
25620,688,0,36,0
26401,688,0,37,0
27182,688,0,38,0
8602,689,0,13,0
9292,689,0,14,0
9985,689,0,15,0
10678,689,0,16,0
11379,689,0,17,0
12080,689,0,18,0
12785,689,0,19,0
13494,689,0,20,0
14205,689,0,21,0
14929,689,0,22,0
15658,689,0,23,0
16393,689,0,24,0
17136,689,0,25,0
17895,689,0,26,0
18658,689,0,27,0
19422,689,0,28,0
20191,689,0,29,0
20960,689,0,30,0
21731,689,0,31,0
22503,689,0,32,0
23281,689,0,33,0
24060,689,0,34,0
24840,689,0,35,0
25621,689,0,36,0
26402,689,0,37,0
27183,689,0,38,0
8603,690,0,13,0
9293,690,0,14,0
9986,690,0,15,0
10679,690,0,16,0
11380,690,0,17,0
12081,690,0,18,0
12786,690,0,19,0
13495,690,0,20,0
14206,690,0,21,0
14930,690,0,22,0
15659,690,0,23,0
16394,690,0,24,0
17137,690,0,25,0
17896,690,0,26,0
18659,690,0,27,0
19423,690,0,28,0
20192,690,0,29,0
20961,690,0,30,0
21732,690,0,31,0
22504,690,0,32,0
23282,690,0,33,0
24061,690,0,34,0
24841,690,0,35,0
25622,690,0,36,0
26403,690,0,37,0
27184,690,0,38,0
9294,691,0,14,0
9987,691,0,15,0
10680,691,0,16,0
11381,691,0,17,0
12082,691,0,18,0
12787,691,0,19,0
13496,691,0,20,0
14207,691,0,21,0
14931,691,0,22,0
15660,691,0,23,0
16395,691,0,24,0
17138,691,0,25,0
17897,691,0,26,0
18660,691,0,27,0
19424,691,0,28,0
20193,691,0,29,0
20962,691,0,30,0
21733,691,0,31,0
22505,691,0,32,0
23283,691,0,33,0
24062,691,0,34,0
24842,691,0,35,0
25623,691,0,36,0
26404,691,0,37,0
27185,691,0,38,0
9295,692,0,14,0
9988,692,0,15,0
10681,692,0,16,0
11382,692,0,17,0
12083,692,0,18,0
12788,692,0,19,0
13497,692,0,20,0
14208,692,0,21,0
14932,692,0,22,0
15661,692,0,23,0
